record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,budget_breach
finops-budget-079-00221,2026-02-10,project-01,bigquery,us-central1,dev,platform,latency,76.587,9.526,0.718,160.877,97.624,1
finops-budget-079-00222,2026-02-11,project-15,pubsub,us-east1,dev,data,quality,65.365,6.204,0.305,142.391,68.794,1
finops-budget-079-00223,2026-02-12,project-04,bigquery,asia-south1,sandbox,security,quality,60.084,14.066,0.725,138.837,99.472,1
finops-budget-079-00224,2026-02-13,project-15,pubsub,us-central1,dev,data,reliability,35.231,7.194,0.622,103.114,65.924,1
finops-budget-079-00225,2026-02-14,project-04,gke,global,sandbox,security,security,44.321,9.058,0.536,52.79,63.106,0
finops-budget-079-00226,2026-02-15,project-08,pubsub,global,prod,mlops,quality,68.21,12.042,0.702,102.916,91.55,1
finops-budget-079-00227,2026-02-16,project-04,gke,global,prod,backend,reliability,30.394,4.632,0.487,81.884,50.432,0
finops-budget-079-00228,2026-02-17,project-13,bigquery,global,prod,backend,security,23.256,8.068,0.468,94.201,57.083,1
finops-budget-079-00229,2026-02-18,project-24,vertex-ai,asia-south1,dev,finops,cost,41.75,12.727,0.813,114.194,89.417,1
finops-budget-079-00230,2026-02-19,project-01,cloud-sql,us-central1,dev,finops,quality,55.875,7.251,0.653,75.568,70.351,0
finops-budget-079-00231,2026-02-20,project-13,vertex-ai,global,sandbox,data,security,53.737,8.85,0.649,66.902,71.929,1
finops-budget-079-00232,2026-02-21,project-15,pubsub,us-east1,prod,mlops,quality,58.252,12.782,0.638,92.127,85.978,1
finops-budget-079-00233,2026-02-22,project-05,compute,us-central1,staging,mlops,reliability,43.91,8.229,0.494,49.081,59.017,0
finops-budget-079-00234,2026-02-23,project-01,gke,global,staging,backend,reliability,55.989,6.204,0.323,154.33,67.884,1
finops-budget-079-00235,2026-02-24,project-12,gke,europe-west1,prod,platform,reliability,57.505,11.293,0.67,133.627,89.414,1
finops-budget-079-00236,2026-02-25,project-08,cloud-run,us-east1,prod,data,reliability,70.916,12.965,0.605,134.217,95.821,1
finops-budget-079-00237,2026-02-26,project-20,vertex-ai,asia-south1,prod,data,security,74.476,16.243,0.515,80.263,93.697,1
finops-budget-079-00238,2026-02-27,project-15,cloud-sql,europe-west1,sandbox,platform,cost,38.707,11.109,0.638,162.21,85.454,1
finops-budget-079-00239,2026-02-28,project-19,pubsub,asia-south1,prod,finops,quality,70.548,15.72,0.711,201.785,100,1
finops-budget-079-00240,2026-03-01,project-08,bigquery,us-central1,sandbox,platform,reliability,53.688,5.658,0.439,108.829,63.229,0
finops-budget-079-00241,2026-03-02,project-17,gke,asia-south1,sandbox,backend,quality,47.337,6.453,0.772,134.691,78.287,1
finops-budget-079-00242,2026-03-03,project-05,pubsub,us-central1,prod,platform,cost,71.044,8.989,0.659,109.289,84.843,1
finops-budget-079-00243,2026-03-04,project-12,pubsub,us-east1,prod,security,security,63.176,10.886,0.47,183.825,90.77,1
finops-budget-079-00244,2026-03-05,project-22,gke,asia-south1,prod,security,security,47.863,5.314,0.57,68.395,59.076,1
finops-budget-079-00245,2026-03-06,project-13,compute,asia-south1,prod,backend,security,88.622,13.882,0.655,103.532,100,1
finops-budget-079-00246,2026-03-07,project-08,cloud-run,asia-south1,sandbox,finops,security,15.674,9.623,0.476,22.265,47.847,0
finops-budget-079-00247,2026-03-08,project-07,compute,global,prod,platform,latency,53.927,8.029,0.297,81.15,59.838,0
finops-budget-079-00248,2026-03-09,project-24,vertex-ai,us-east1,prod,backend,quality,91.141,4.87,0.225,47.874,58.119,0
finops-budget-079-00249,2026-03-10,project-15,compute,global,sandbox,platform,latency,62.074,9.676,0.503,124.646,80.086,1
finops-budget-079-00250,2026-03-11,project-05,pubsub,asia-south1,staging,backend,cost,47.67,12.473,0.773,81.65,84.75,1
finops-budget-079-00251,2026-03-12,project-18,cloud-run,europe-west1,sandbox,finops,quality,18.929,15.615,0.504,148.145,82.305,1
finops-budget-079-00252,2026-03-13,project-09,pubsub,asia-south1,prod,mlops,reliability,51.514,10.531,0.526,149.368,82.795,1
finops-budget-079-00253,2026-03-14,project-01,compute,europe-west1,prod,backend,latency,55.327,10.629,0.585,164.503,88.63,1
finops-budget-079-00254,2026-03-15,project-04,compute,europe-west1,prod,data,cost,81.409,10.529,0.538,142.141,92.62,1
finops-budget-079-00255,2026-03-16,project-15,compute,europe-west1,dev,security,quality,30.538,12.27,0.537,108.559,73.945,1
finops-budget-079-00256,2026-03-17,project-01,cloud-sql,asia-south1,staging,finops,quality,50.13,11.342,0.508,110.222,77.864,1
finops-budget-079-00257,2026-03-18,project-15,pubsub,asia-south1,staging,data,quality,46.061,7.197,0.469,186.345,76.505,1
finops-budget-079-00258,2026-03-19,project-23,compute,europe-west1,prod,backend,quality,83.85,9.322,0.554,133.72,89.99,1
finops-budget-079-00259,2026-03-20,project-24,cloud-run,us-east1,prod,mlops,quality,45.611,5.764,0.539,129.188,67.118,0
finops-budget-079-00260,2026-03-21,project-17,cloud-run,global,dev,finops,reliability,13.319,9.144,0.538,91.763,58.21,0
finops-budget-079-00261,2026-03-22,project-19,cloud-sql,us-east1,staging,finops,cost,30.898,11.291,0.635,100.112,73.985,0
finops-budget-079-00262,2026-03-23,project-16,bigquery,global,dev,finops,security,36.052,13.347,0.64,146.224,87.486,1
finops-budget-079-00263,2026-03-24,project-09,pubsub,global,prod,security,reliability,30.263,12.537,0.377,168.235,77.574,1
finops-budget-079-00264,2026-03-25,project-06,cloud-run,asia-south1,prod,backend,security,74.535,9.995,0.524,81.068,79.571,1
finops-budget-079-00265,2026-03-26,project-08,vertex-ai,us-central1,prod,mlops,reliability,62.919,10.183,0.395,212.016,90.526,1
finops-budget-079-00266,2026-03-27,project-24,gke,us-east1,staging,backend,quality,64.454,7.592,0.782,116.272,84.6,1
finops-budget-079-00267,2026-03-28,project-22,gke,europe-west1,prod,finops,quality,66.17,5.73,0.596,107.329,73.042,1
finops-budget-079-00268,2026-03-29,project-24,cloud-sql,europe-west1,prod,security,quality,57.442,3.848,0.83,165.057,82.204,1
finops-budget-079-00269,2026-03-30,project-05,cloud-run,us-central1,prod,platform,security,61.358,10.26,0.543,41.678,70.498,1
finops-budget-079-00270,2026-03-31,project-14,cloud-sql,global,prod,mlops,quality,75.851,17.453,0.799,185.642,100,1
finops-budget-079-00271,2026-04-01,project-02,compute,global,prod,data,quality,51.815,5.746,0.474,86.872,60.801,0
finops-budget-079-00272,2026-04-02,project-15,gke,us-central1,sandbox,security,latency,22.86,8.83,0.941,175.258,87.098,1
finops-budget-079-00273,2026-04-03,project-05,bigquery,global,sandbox,platform,reliability,46.052,11.868,0.471,169.028,84.945,1
finops-budget-079-00274,2026-04-04,project-20,vertex-ai,global,dev,platform,reliability,43.651,11.866,0.109,57.457,55.159,0
finops-budget-079-00275,2026-04-05,project-03,bigquery,us-east1,sandbox,security,quality,9.065,10.296,0.382,86.453,53.174,0
finops-budget-079-00276,2026-04-06,project-05,cloud-sql,global,prod,backend,reliability,59.953,5.564,0.193,146.809,62.131,1
finops-budget-079-00277,2026-04-07,project-01,cloud-run,global,staging,backend,quality,32.902,5.246,0.536,176.814,68.302,1
finops-budget-079-00278,2026-04-08,project-18,pubsub,asia-south1,prod,platform,quality,74.965,7.211,0.568,177.658,88.852,1
finops-budget-079-00279,2026-04-09,project-17,cloud-run,us-central1,staging,platform,latency,16.837,7.072,0.48,100.41,53.837,0
finops-budget-079-00280,2026-04-10,project-20,cloud-run,global,dev,mlops,quality,55.792,14.524,0.687,116.86,94.504,1
finops-budget-079-00281,2026-04-11,project-17,compute,europe-west1,prod,platform,cost,83.231,6.935,0.726,113.773,87.314,1
finops-budget-079-00282,2026-04-12,project-13,vertex-ai,us-central1,sandbox,security,latency,51.847,10.965,0.574,202.594,93.366,1
finops-budget-079-00283,2026-04-13,project-02,cloud-sql,asia-south1,prod,finops,cost,40.63,5.421,0.452,5.663,43.515,0
finops-budget-079-00284,2026-04-14,project-08,gke,asia-south1,staging,security,reliability,22.846,6.969,0.834,226.986,86.549,1
finops-budget-079-00285,2026-04-15,project-01,vertex-ai,europe-west1,staging,platform,security,52.15,4.743,0.46,93.988,59.126,1
finops-budget-079-00286,2026-04-16,project-17,pubsub,global,prod,backend,reliability,51.259,4.198,0.652,60.694,59.407,0
finops-budget-079-00287,2026-04-17,project-16,vertex-ai,global,prod,platform,reliability,37.518,5.152,0.637,89.226,60.46,0
finops-budget-079-00288,2026-04-18,project-24,bigquery,europe-west1,prod,platform,quality,54.566,9.565,0.577,148.044,83.201,1
finops-budget-079-00289,2026-04-19,project-02,pubsub,europe-west1,sandbox,security,security,38.734,12.058,0.328,147.4,74.668,1
finops-budget-079-00290,2026-04-20,project-12,cloud-sql,asia-south1,prod,data,reliability,59.501,12.18,0.576,124.808,87.607,1
finops-budget-079-00291,2026-04-21,project-05,pubsub,us-central1,prod,platform,latency,42.752,7.761,0.727,205.72,88.518,1
finops-budget-079-00292,2026-04-22,project-22,cloud-sql,global,prod,platform,cost,63.146,11.885,0.488,153.688,89.326,1
finops-budget-079-00293,2026-04-23,project-21,compute,europe-west1,prod,data,security,61.485,10.574,0.61,40.842,73.499,1
finops-budget-079-00294,2026-04-24,project-18,cloud-sql,us-east1,prod,security,reliability,68.583,8.556,0.572,39.297,69.719,0
finops-budget-079-00295,2026-04-25,project-14,bigquery,europe-west1,staging,data,cost,79.295,7.34,0.594,179.642,91.868,1
finops-budget-079-00296,2026-04-26,project-23,compute,us-central1,dev,finops,latency,46.69,6.677,0.716,79.469,68.57,1
finops-budget-079-00297,2026-04-27,project-18,cloud-run,us-central1,staging,data,reliability,25.466,5.479,1.059,242.236,94.089,1
finops-budget-079-00298,2026-04-28,project-06,cloud-sql,europe-west1,staging,mlops,reliability,35.748,8.97,0.533,150.569,74.055,1
finops-budget-079-00299,2026-04-29,project-02,pubsub,europe-west1,dev,mlops,cost,77.714,8.723,0.565,82.143,79.308,1
finops-budget-079-00300,2026-04-30,project-24,vertex-ai,europe-west1,staging,platform,reliability,29.58,11.587,0.469,202.88,83.391,1
finops-budget-079-00301,2026-05-01,project-07,pubsub,global,sandbox,platform,security,34.944,13.271,0.616,66.079,74.393,1
finops-budget-079-00302,2026-05-02,project-09,vertex-ai,europe-west1,dev,data,quality,41.102,5.075,0.562,134.039,65.445,1
finops-budget-079-00303,2026-05-03,project-06,vertex-ai,us-central1,sandbox,platform,latency,49.045,10.98,0.623,171.725,89.634,1
finops-budget-079-00304,2026-05-04,project-15,pubsub,us-central1,prod,finops,security,36.958,14.845,0.3,129.611,76.975,1
finops-budget-079-00305,2026-05-05,project-19,vertex-ai,asia-south1,dev,platform,cost,24.873,8.715,0.661,128.059,70.851,1
finops-budget-079-00306,2026-05-06,project-09,compute,global,staging,mlops,reliability,70.633,12.255,0.748,129.742,98.417,1
finops-budget-079-00307,2026-05-07,project-24,compute,asia-south1,prod,security,reliability,50.894,7.176,0.456,98.495,64.881,1
finops-budget-079-00308,2026-05-08,project-21,bigquery,global,sandbox,finops,quality,66.391,32.407,0.603,126.494,100,1
finops-budget-079-00309,2026-05-09,project-16,vertex-ai,europe-west1,prod,finops,reliability,61.458,7.305,0.313,108.803,65.377,0
finops-budget-079-00310,2026-05-10,project-22,vertex-ai,us-central1,dev,mlops,security,55.927,14.364,0.539,117.688,89.118,1
finops-budget-079-00311,2026-05-11,project-18,vertex-ai,us-east1,prod,platform,security,36.874,21.154,0.378,106.079,90.965,1
finops-budget-079-00312,2026-05-12,project-23,cloud-sql,global,staging,data,quality,64.858,9.278,0.756,90.525,84.011,1
finops-budget-079-00313,2026-05-13,project-18,compute,asia-south1,prod,finops,reliability,103.122,5.078,0.707,128.584,91.438,1
finops-budget-079-00314,2026-05-14,project-23,vertex-ai,global,sandbox,security,reliability,23.738,10.174,0.515,181.246,76.504,1
finops-budget-079-00315,2026-05-15,project-15,cloud-sql,us-central1,dev,mlops,latency,35.895,5.623,0.607,84.029,59.183,0
finops-budget-079-00316,2026-05-16,project-07,pubsub,asia-south1,prod,security,security,39.197,24.706,0.559,188.102,100,1
finops-budget-079-00317,2026-05-17,project-08,cloud-sql,europe-west1,prod,platform,reliability,78.819,10.434,0.761,64.604,87.989,1
finops-budget-079-00318,2026-05-18,project-19,gke,us-east1,prod,finops,latency,84.861,20.756,0.724,84.7,100,1
finops-budget-079-00319,2026-05-19,project-03,vertex-ai,europe-west1,prod,backend,latency,59.992,7.672,0.501,128.693,75.201,1
finops-budget-079-00320,2026-05-20,project-14,cloud-sql,global,dev,data,cost,55.149,9.137,0.616,85.577,74.662,1
finops-budget-079-00321,2026-05-21,project-24,vertex-ai,us-east1,dev,finops,security,46.269,5.319,0.55,127.865,66.502,1
finops-budget-079-00322,2026-05-22,project-01,cloud-sql,global,sandbox,data,quality,61.326,9.985,0.416,32.987,64.133,0
finops-budget-079-00323,2026-05-23,project-13,cloud-sql,us-central1,prod,security,latency,79.883,6.692,0.147,181.834,75.236,1
finops-budget-079-00324,2026-05-24,project-07,cloud-run,us-central1,sandbox,platform,latency,32.231,13.619,0.542,69.205,72.121,1
finops-budget-079-00325,2026-05-25,project-09,pubsub,asia-south1,dev,finops,cost,61.19,12.842,0.48,100.278,82.805,1
finops-budget-079-00326,2026-05-26,project-17,cloud-run,europe-west1,prod,data,latency,54.855,15.084,0.318,128.134,84.211,1
finops-budget-079-00327,2026-05-27,project-15,gke,us-central1,dev,platform,quality,23.506,11.391,0.579,121.52,72.793,1
finops-budget-079-00328,2026-05-28,project-06,bigquery,global,prod,finops,security,48.354,9.288,0.413,205.84,83.069,1
finops-budget-079-00329,2026-05-29,project-23,bigquery,us-central1,sandbox,mlops,latency,42.48,9.485,0.69,70.522,71.434,1
finops-budget-079-00330,2026-05-30,project-14,gke,global,dev,platform,security,67.922,18.056,1.042,128.701,100,1
finops-budget-079-00331,2026-05-31,project-10,gke,us-east1,staging,security,quality,12.126,7.013,0.461,70.976,47.093,0
finops-budget-079-00332,2026-06-01,project-07,vertex-ai,us-central1,prod,finops,security,68.543,11.041,0.341,272.171,100,1
finops-budget-079-00333,2026-06-02,project-12,pubsub,us-east1,sandbox,data,security,41.466,10.606,0.418,137.707,73.973,1
finops-budget-079-00334,2026-06-03,project-05,pubsub,asia-south1,staging,finops,cost,67.666,8.215,0.783,11.8,71.977,0
finops-budget-079-00335,2026-06-04,project-18,vertex-ai,global,staging,mlops,reliability,34.358,6.824,0.682,65.664,61.394,0
finops-budget-079-00336,2026-06-05,project-01,cloud-sql,asia-south1,sandbox,security,latency,53.117,7.369,0.507,85.57,66.009,1
finops-budget-079-00337,2026-06-06,project-16,compute,us-east1,dev,finops,reliability,44.545,15.083,0.356,86.486,75.857,1
finops-budget-079-00338,2026-06-07,project-09,gke,asia-south1,sandbox,mlops,cost,47.786,7.547,0.747,172.709,85.666,1
finops-budget-079-00339,2026-06-08,project-14,compute,us-east1,prod,platform,quality,60.133,7.348,0.431,181.163,79.696,1
finops-budget-079-00340,2026-06-09,project-21,cloud-sql,asia-south1,staging,backend,latency,30.393,8.154,0.565,65.225,58.951,0
finops-budget-079-00341,2026-06-10,project-05,vertex-ai,asia-south1,sandbox,backend,security,50.824,6.442,0.627,200.898,84.062,1
finops-budget-079-00342,2026-06-11,project-16,compute,global,prod,security,reliability,83.88,16.736,0.561,0.0,88.044,1
finops-budget-079-00343,2026-06-12,project-06,cloud-run,us-east1,sandbox,finops,security,52.277,12.564,0.314,113.68,75.181,1
finops-budget-079-00344,2026-06-13,project-19,cloud-run,asia-south1,dev,platform,cost,63.749,5.871,0.671,62.536,68.616,1
finops-budget-079-00345,2026-06-14,project-07,compute,global,prod,backend,quality,62.462,9.033,0.622,60.78,73.572,1
finops-budget-079-00346,2026-06-15,project-05,cloud-run,global,sandbox,finops,quality,63.232,10.5,0.375,127.119,78.294,1
finops-budget-079-00347,2026-06-16,project-15,cloud-sql,global,sandbox,finops,reliability,46.186,8.917,0.443,86.516,65.093,1
finops-budget-079-00348,2026-06-17,project-05,compute,global,prod,mlops,latency,60.361,9.932,0.406,136.438,78.408,1
finops-budget-079-00349,2026-06-18,project-14,vertex-ai,us-central1,sandbox,mlops,quality,27.318,18.441,1.073,0.0,90.145,1
finops-budget-079-00350,2026-06-19,project-08,gke,global,staging,mlops,reliability,25.908,7.734,0.774,126.884,72.708,1
finops-budget-079-00351,2026-06-20,project-18,gke,europe-west1,sandbox,backend,security,66.133,9.08,0.571,187.023,91.592,1
finops-budget-079-00352,2026-06-21,project-20,vertex-ai,europe-west1,staging,data,cost,30.344,5.971,0.729,128.01,68.736,1
finops-budget-079-00353,2026-06-22,project-19,pubsub,asia-south1,staging,security,latency,36.35,15.528,0.421,45.428,70.314,0
finops-budget-079-00354,2026-06-23,project-02,compute,us-central1,prod,finops,cost,57.139,7.524,0.633,47.675,66.662,1
finops-budget-079-00355,2026-06-24,project-22,cloud-run,global,prod,backend,quality,69.847,11.273,0.833,220.918,100,1
finops-budget-079-00356,2026-06-25,project-22,gke,us-central1,prod,backend,reliability,76.115,11.298,0.531,137.886,91.696,1
finops-budget-079-00357,2026-06-26,project-03,cloud-sql,asia-south1,dev,finops,latency,46.326,13.536,0.558,119.016,84.685,1
finops-budget-079-00358,2026-06-27,project-07,compute,us-east1,staging,backend,reliability,13.204,18.33,0.698,209.066,100,1
finops-budget-079-00359,2026-06-28,project-03,compute,us-central1,sandbox,data,quality,33.345,8.473,0.582,70.829,62.14,1
finops-budget-079-00360,2026-06-29,project-18,gke,global,staging,security,security,29.559,13.412,0.401,90.03,68.805,0
finops-budget-079-00361,2026-01-01,project-23,cloud-run,us-central1,dev,finops,quality,8.281,6.778,0.368,41.198,37.602,0
finops-budget-079-00362,2026-01-02,project-22,bigquery,us-east1,prod,backend,quality,77.242,12.993,0.568,63.463,86.487,1
finops-budget-079-00363,2026-01-03,project-24,compute,us-central1,prod,finops,quality,39.04,9.602,0.599,83.625,69.229,1
finops-budget-079-00364,2026-01-04,project-07,bigquery,asia-south1,sandbox,finops,quality,48.222,13.458,0.395,102.363,77.033,1
finops-budget-079-00365,2026-01-05,project-24,bigquery,asia-south1,dev,finops,quality,48.175,5.231,0.327,74.375,51.358,0
finops-budget-079-00366,2026-01-06,project-19,vertex-ai,asia-south1,prod,mlops,quality,55.923,5.452,0.629,127.382,72.886,1
finops-budget-079-00367,2026-01-07,project-06,cloud-run,europe-west1,prod,security,quality,83.177,5.032,0.727,119.971,83.794,1
finops-budget-079-00368,2026-01-08,project-19,bigquery,europe-west1,staging,data,cost,59.913,9.275,0.688,143.74,87.653,1
finops-budget-079-00369,2026-01-09,project-05,vertex-ai,us-central1,dev,finops,cost,58.788,24.964,0.665,77.588,100,1
finops-budget-079-00370,2026-01-10,project-20,compute,us-east1,dev,platform,quality,38.334,7.294,0.637,138.298,72.9,0
finops-budget-079-00371,2026-01-11,project-16,gke,europe-west1,prod,data,reliability,74.712,16.254,0.49,197.731,100,1
finops-budget-079-00372,2026-01-12,project-13,compute,asia-south1,prod,platform,latency,60.069,6.497,0.447,0.0,51.829,0
finops-budget-079-00373,2026-01-13,project-22,compute,us-central1,dev,backend,reliability,80.506,8.622,0.391,201.175,91.318,1
finops-budget-079-00374,2026-01-14,project-04,gke,us-central1,prod,mlops,security,80.063,8.554,0.573,41.718,74.12,1
finops-budget-079-00375,2026-01-15,project-14,pubsub,global,prod,mlops,cost,46.795,5.686,0.131,181.305,60.671,0
finops-budget-079-00376,2026-01-16,project-10,gke,us-east1,prod,data,cost,52.317,33.861,0.738,136.215,100,1
finops-budget-079-00377,2026-01-17,project-23,cloud-run,us-central1,prod,mlops,quality,63.713,9.18,0.652,103.493,81.632,1
finops-budget-079-00378,2026-01-18,project-16,pubsub,us-central1,prod,mlops,security,86.576,5.41,0.879,141.481,94.323,1
finops-budget-079-00379,2026-01-19,project-21,cloud-sql,global,dev,data,security,36.565,11.256,0.436,33.714,59.238,0
finops-budget-079-00380,2026-01-20,project-10,vertex-ai,us-central1,prod,finops,latency,54.343,5.126,0.706,16.935,58.16,0
finops-budget-079-00381,2026-01-21,project-15,compute,europe-west1,prod,data,security,64.371,15.379,0.695,161.216,100,1
finops-budget-079-00382,2026-01-22,project-18,gke,asia-south1,prod,security,latency,71.597,18.673,0.463,129.816,100,1
finops-budget-079-00383,2026-01-23,project-01,gke,global,sandbox,backend,reliability,50.694,3.438,0.549,157.588,67.961,1
finops-budget-079-00384,2026-01-24,project-12,bigquery,global,prod,mlops,security,62.669,18.453,0.542,89.593,97.027,1
finops-budget-079-00385,2026-01-25,project-05,cloud-run,us-east1,prod,platform,security,69.53,10.819,0.643,120.268,89.624,1
finops-budget-079-00386,2026-01-26,project-06,pubsub,asia-south1,prod,security,reliability,85.119,3.1,0.561,92.125,70.095,1
finops-budget-079-00387,2026-01-27,project-03,bigquery,europe-west1,prod,security,reliability,51.996,5.036,0.532,182.884,75.24,0
finops-budget-079-00388,2026-01-28,project-22,cloud-run,global,prod,finops,reliability,51.308,6.13,0.835,151.515,83.582,1
finops-budget-079-00389,2026-01-29,project-07,cloud-sql,europe-west1,staging,platform,reliability,44.626,9.429,0.504,86.055,67.81,0
finops-budget-079-00390,2026-01-30,project-11,cloud-run,asia-south1,prod,mlops,cost,37.686,7.577,0.376,116.54,61.025,1
finops-budget-079-00391,2026-01-31,project-02,gke,us-east1,staging,finops,reliability,47.022,3.56,0.866,94.206,68.813,1
finops-budget-079-00392,2026-02-01,project-21,pubsub,europe-west1,prod,finops,latency,88.434,2.948,0.31,30.141,53.076,0
finops-budget-079-00393,2026-02-02,project-06,vertex-ai,us-east1,prod,backend,security,45.102,5.68,0.551,148.274,69.947,1
finops-budget-079-00394,2026-02-03,project-07,cloud-run,us-east1,sandbox,data,quality,71.331,4.921,0.514,96.329,68.486,0
finops-budget-079-00395,2026-02-04,project-09,cloud-run,us-east1,prod,platform,cost,61.602,5.798,0.652,90.776,71.148,1
finops-budget-079-00396,2026-02-05,project-10,cloud-run,us-central1,prod,security,latency,73.026,8.295,0.368,107.118,73.415,1
finops-budget-079-00397,2026-02-06,project-09,bigquery,global,prod,platform,security,69.038,9.708,0.496,92.893,77.722,1
finops-budget-079-00398,2026-02-07,project-05,cloud-sql,us-east1,staging,finops,reliability,37.94,7.329,0.4,112.601,60.801,0
finops-budget-079-00399,2026-02-08,project-09,bigquery,us-central1,sandbox,mlops,security,47.914,11.957,0.492,178.564,87.93,1
finops-budget-079-00400,2026-02-09,project-07,cloud-sql,asia-south1,prod,backend,cost,59.365,12.291,0.882,168.664,100,1
finops-budget-079-00401,2026-02-10,project-04,gke,us-central1,prod,security,latency,48.543,9.682,0.547,203.713,88.435,1
finops-budget-079-00402,2026-02-11,project-02,vertex-ai,us-east1,prod,backend,cost,55.752,12.883,0.861,138.885,99.963,1
finops-budget-079-00403,2026-02-12,project-23,vertex-ai,us-central1,staging,backend,latency,77.908,13.471,0.622,124.542,98.633,1
finops-budget-079-00404,2026-02-13,project-02,gke,us-east1,prod,finops,latency,65.587,11.534,0.59,108.868,86.395,1
finops-budget-079-00405,2026-02-14,project-06,cloud-sql,global,dev,data,latency,32.394,4.622,0.482,153.2,61.334,0
finops-budget-079-00406,2026-02-15,project-09,gke,us-central1,prod,platform,latency,59.489,9.11,0.876,240.004,100,1
finops-budget-079-00407,2026-02-16,project-16,vertex-ai,us-central1,staging,platform,reliability,85.182,16.166,0.317,241.865,100,1
finops-budget-079-00408,2026-02-17,project-14,gke,global,prod,backend,quality,44.372,10.211,0.463,189.675,83.222,1
finops-budget-079-00409,2026-02-18,project-03,gke,global,sandbox,security,quality,45.577,12.451,0.23,227.071,86.169,1
finops-budget-079-00410,2026-02-19,project-15,cloud-sql,us-east1,dev,security,reliability,44.493,5.466,0.603,139.122,69.72,1
finops-budget-079-00411,2026-02-20,project-14,cloud-sql,europe-west1,prod,finops,security,70.958,7.725,0.66,266.642,100,1
finops-budget-079-00412,2026-02-21,project-18,gke,asia-south1,prod,platform,reliability,69.25,3.841,0.555,128.241,71.327,1
finops-budget-079-00413,2026-02-22,project-23,vertex-ai,asia-south1,prod,backend,reliability,42.787,17.275,0.503,88.855,85.847,1
finops-budget-079-00414,2026-02-23,project-05,compute,europe-west1,dev,platform,security,23.276,7.221,0.403,84.095,51.364,0
finops-budget-079-00415,2026-02-24,project-15,gke,us-east1,prod,finops,security,63.717,5.408,0.652,0.0,57.74,0
finops-budget-079-00416,2026-02-25,project-04,pubsub,global,staging,finops,reliability,7.816,5.16,0.674,176.264,64.071,0
finops-budget-079-00417,2026-02-26,project-05,vertex-ai,global,prod,security,cost,61.073,7.78,0.6,132.311,79.824,1
finops-budget-079-00418,2026-02-27,project-18,cloud-sql,europe-west1,dev,finops,cost,45.907,5.637,0.512,194.85,75.556,1
finops-budget-079-00419,2026-02-28,project-06,cloud-sql,us-east1,dev,platform,reliability,32.813,8.209,0.415,155.316,67.814,0
finops-budget-079-00420,2026-03-01,project-05,bigquery,europe-west1,sandbox,platform,latency,38.118,2.817,0.703,106.139,59.998,1
finops-budget-079-00421,2026-03-02,project-14,gke,europe-west1,dev,mlops,cost,62.853,6.982,0.351,108.54,66.404,0
finops-budget-079-00422,2026-03-03,project-12,gke,us-central1,dev,mlops,security,49.994,13.984,0.518,123.863,86.321,1
finops-budget-079-00423,2026-03-04,project-24,vertex-ai,asia-south1,staging,data,reliability,39.729,7.815,0.717,60.951,66.124,0
finops-budget-079-00424,2026-03-05,project-09,bigquery,us-central1,sandbox,finops,latency,40.681,3.816,0.514,96.011,55.134,0
finops-budget-079-00425,2026-03-06,project-18,pubsub,europe-west1,sandbox,data,cost,48.458,12.404,0.463,34.592,67.153,0
finops-budget-079-00426,2026-03-07,project-14,bigquery,global,dev,mlops,reliability,53.738,14.762,0.543,216.841,100,1
finops-budget-079-00427,2026-03-08,project-10,vertex-ai,us-central1,staging,backend,security,56.838,17.146,0.3,27.384,74.394,0
finops-budget-079-00428,2026-03-09,project-02,vertex-ai,global,prod,data,reliability,84.259,12.488,0.431,41.628,79.785,1
finops-budget-079-00429,2026-03-10,project-01,gke,us-central1,staging,data,quality,34.905,4.003,0.521,171.03,64.734,0
finops-budget-079-00430,2026-03-11,project-02,pubsub,us-central1,staging,data,reliability,57.285,15.62,0.766,170.913,100,1
finops-budget-079-00431,2026-03-12,project-22,pubsub,europe-west1,prod,security,security,60.998,4.879,0.545,0.0,51.809,0
finops-budget-079-00432,2026-03-13,project-18,cloud-sql,global,prod,data,cost,98.77,15.995,0.48,254.166,100,1
finops-budget-079-00433,2026-03-14,project-15,pubsub,us-east1,prod,platform,security,80.908,13.119,0.48,27.213,79.697,1
finops-budget-079-00434,2026-03-15,project-19,bigquery,global,staging,mlops,quality,53.151,8.74,0.62,118.306,77.949,1
finops-budget-079-00435,2026-03-16,project-15,gke,us-east1,prod,mlops,reliability,77.14,5.59,0.619,103.194,76.756,1
finops-budget-079-00436,2026-03-17,project-11,vertex-ai,europe-west1,prod,data,security,50.224,7.919,1.053,165.42,97.035,1
finops-budget-079-00437,2026-03-18,project-05,vertex-ai,europe-west1,staging,data,security,53.636,6.253,0.406,112.285,63.948,1
finops-budget-079-00438,2026-03-19,project-23,cloud-sql,us-central1,prod,platform,security,94.962,7.792,0.311,85.908,74.831,1
finops-budget-079-00439,2026-03-20,project-13,bigquery,europe-west1,prod,backend,quality,79.188,3.613,0.515,34.844,59.253,0
finops-budget-079-00440,2026-03-21,project-12,vertex-ai,us-east1,prod,security,quality,81.148,7.315,0.565,196.595,93.915,1
finops-budget-079-00441,2026-03-22,project-04,compute,us-central1,prod,finops,cost,67.462,6.734,0.945,90.473,85.593,1
