record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,budget_breach
finops-budget-089-00221,2026-02-10,project-11,vertex-ai,global,prod,data,reliability,52.381,9.191,0.402,108.708,69.702,0
finops-budget-089-00222,2026-02-11,project-22,vertex-ai,us-east1,prod,platform,quality,37.964,13.524,0.763,198.903,100,1
finops-budget-089-00223,2026-02-12,project-04,pubsub,europe-west1,sandbox,platform,reliability,29.768,6.246,0.487,66.091,51.676,0
finops-budget-089-00224,2026-02-13,project-21,cloud-sql,global,prod,security,security,77.021,6.526,0.904,260.661,100,1
finops-budget-089-00225,2026-02-14,project-04,bigquery,us-central1,sandbox,finops,quality,36.511,10.357,0.411,160.535,74.742,1
finops-budget-089-00226,2026-02-15,project-04,cloud-run,europe-west1,staging,mlops,reliability,41.116,11.957,0.678,86.483,78.632,1
finops-budget-089-00227,2026-02-16,project-20,compute,us-east1,prod,data,reliability,86.96,7.126,0.617,101.478,83.457,1
finops-budget-089-00228,2026-02-17,project-23,gke,asia-south1,prod,security,latency,77.226,3.883,0.73,180.427,87.952,1
finops-budget-089-00229,2026-02-18,project-18,vertex-ai,global,prod,data,reliability,77.369,3.642,0.256,159.533,67.802,0
finops-budget-089-00230,2026-02-19,project-07,pubsub,us-east1,dev,mlops,cost,89.252,10.864,0.82,200.248,100,1
finops-budget-089-00231,2026-02-20,project-07,compute,asia-south1,prod,mlops,reliability,90.138,7.547,0.267,130.948,77.6,1
finops-budget-089-00232,2026-02-21,project-22,compute,global,prod,data,latency,91.525,5.869,0.652,125.403,86.836,1
finops-budget-089-00233,2026-02-22,project-16,cloud-run,global,sandbox,security,security,0.0,9.721,0.47,127.75,57.763,0
finops-budget-089-00234,2026-02-23,project-03,gke,asia-south1,prod,backend,cost,86.144,6.957,0.723,50.478,79.05,1
finops-budget-089-00235,2026-02-24,project-24,pubsub,global,dev,data,reliability,63.716,21.796,0.601,75.257,100,1
finops-budget-089-00236,2026-02-25,project-10,gke,us-central1,dev,platform,quality,7.601,12.972,0.552,69.496,62.383,0
finops-budget-089-00237,2026-02-26,project-11,compute,us-east1,staging,platform,quality,42.33,4.353,0.54,97.997,58.164,0
finops-budget-089-00238,2026-02-27,project-23,bigquery,global,prod,mlops,latency,52.782,7.836,0.586,82.011,69.228,1
finops-budget-089-00239,2026-02-28,project-04,vertex-ai,us-central1,dev,backend,cost,37.471,6.801,0.587,123.425,67.528,1
finops-budget-089-00240,2026-03-01,project-05,cloud-run,asia-south1,sandbox,backend,cost,0.53,8.347,0.377,208.359,63.243,1
finops-budget-089-00241,2026-03-02,project-24,gke,asia-south1,prod,mlops,quality,66.204,8.541,0.293,75.239,64.328,1
finops-budget-089-00242,2026-03-03,project-13,bigquery,europe-west1,prod,data,cost,46.305,5.124,0.744,109.723,70.204,0
finops-budget-089-00243,2026-03-04,project-01,bigquery,europe-west1,dev,data,latency,6.017,20.004,0.607,84.006,82.278,1
finops-budget-089-00244,2026-03-05,project-13,gke,asia-south1,sandbox,data,security,45.556,6.241,0.468,24.17,50.412,0
finops-budget-089-00245,2026-03-06,project-13,pubsub,europe-west1,prod,finops,latency,44.02,6.127,0.934,184.42,89.288,1
finops-budget-089-00246,2026-03-07,project-02,vertex-ai,us-central1,dev,security,latency,60.452,9.308,0.751,192.127,97.18,1
finops-budget-089-00247,2026-03-08,project-08,compute,us-east1,dev,mlops,cost,49.15,10.088,0.581,46.402,67.843,0
finops-budget-089-00248,2026-03-09,project-05,cloud-sql,us-central1,staging,finops,quality,8.019,6.389,0.613,132.241,58.454,0
finops-budget-089-00249,2026-03-10,project-12,cloud-run,europe-west1,prod,platform,quality,67.012,17.075,0.484,80.926,92.038,1
finops-budget-089-00250,2026-03-11,project-21,gke,asia-south1,prod,data,security,30.79,6.418,0.736,50.121,58.821,0
finops-budget-089-00251,2026-03-12,project-13,pubsub,us-east1,prod,finops,reliability,55.613,12.276,0.3,153.001,80.921,1
finops-budget-089-00252,2026-03-13,project-06,compute,asia-south1,staging,data,cost,39.495,9.547,0.349,203.592,78.005,1
finops-budget-089-00253,2026-03-14,project-24,cloud-run,europe-west1,prod,finops,cost,75.492,17.037,0.439,119.836,99.016,1
finops-budget-089-00254,2026-03-15,project-04,gke,us-central1,dev,data,reliability,37.982,4.492,0.485,199.373,69.825,1
finops-budget-089-00255,2026-03-16,project-05,gke,asia-south1,prod,mlops,quality,71.189,25.752,0.408,180.161,100,1
finops-budget-089-00256,2026-03-17,project-09,cloud-run,us-central1,dev,security,cost,89.325,7.716,0.707,179.709,100,1
finops-budget-089-00257,2026-03-18,project-18,pubsub,asia-south1,dev,finops,latency,44.258,8.675,0.762,90.813,75.646,1
finops-budget-089-00258,2026-03-19,project-14,vertex-ai,us-east1,prod,platform,latency,86.079,13.331,0.698,81.012,97.478,1
finops-budget-089-00259,2026-03-20,project-07,gke,asia-south1,sandbox,security,security,37.969,17.436,0.855,77.448,95.193,1
finops-budget-089-00260,2026-03-21,project-06,gke,europe-west1,dev,data,cost,74.501,7.95,0.559,88.385,77.08,1
finops-budget-089-00261,2026-03-22,project-19,compute,us-east1,dev,mlops,latency,20.948,12.207,0.569,0.0,55.73,0
finops-budget-089-00262,2026-03-23,project-22,cloud-sql,us-east1,dev,mlops,cost,81.809,5.781,0.609,143.22,84.323,1
finops-budget-089-00263,2026-03-24,project-20,pubsub,global,dev,data,reliability,26.299,4.67,0.772,133.628,66.609,1
finops-budget-089-00264,2026-03-25,project-06,gke,europe-west1,dev,backend,quality,16.874,9.803,0.598,156.417,72.52,1
finops-budget-089-00265,2026-03-26,project-20,bigquery,us-central1,prod,finops,latency,95.152,7.349,0.657,21.803,76.625,1
finops-budget-089-00266,2026-03-27,project-21,gke,us-east1,staging,mlops,quality,63.06,9.075,0.52,62.093,70.501,0
finops-budget-089-00267,2026-03-28,project-23,gke,europe-west1,dev,security,quality,58.98,12.336,0.661,143.045,93.423,1
finops-budget-089-00268,2026-03-29,project-18,pubsub,europe-west1,staging,security,latency,23.929,6.569,0.397,35.74,42.81,0
finops-budget-089-00269,2026-03-30,project-09,gke,us-central1,prod,finops,latency,89.972,11.059,0.388,110.41,86.976,1
finops-budget-089-00270,2026-03-31,project-14,compute,us-central1,dev,data,security,41.343,9.731,0.657,98.752,74.572,1
finops-budget-089-00271,2026-04-01,project-05,gke,global,dev,security,latency,21.281,6.461,0.496,73.48,50.6,0
finops-budget-089-00272,2026-04-02,project-23,cloud-sql,europe-west1,staging,mlops,quality,27.932,20.145,0.638,249.101,100,1
finops-budget-089-00273,2026-04-03,project-08,bigquery,global,sandbox,mlops,cost,58.113,6.606,0.632,106.655,73.427,1
finops-budget-089-00274,2026-04-04,project-21,cloud-run,us-east1,prod,data,cost,62.048,13.274,0.415,141.722,87.882,1
finops-budget-089-00275,2026-04-05,project-16,gke,us-central1,staging,platform,quality,55.226,3.856,0.485,183.954,72.128,0
finops-budget-089-00276,2026-04-06,project-20,cloud-sql,asia-south1,dev,mlops,cost,57.58,12.739,0.531,117.511,85.599,1
finops-budget-089-00277,2026-04-07,project-24,cloud-run,europe-west1,sandbox,security,security,71.261,13.987,0.394,123.414,89.366,1
finops-budget-089-00278,2026-04-08,project-22,compute,us-central1,sandbox,mlops,reliability,31.871,4.199,0.199,109.369,43.867,0
finops-budget-089-00279,2026-04-09,project-04,pubsub,global,sandbox,data,quality,72.298,4.608,0.401,193.17,78.262,1
finops-budget-089-00280,2026-04-10,project-18,gke,us-east1,dev,finops,reliability,54.016,12.83,0.446,105.882,79.893,1
finops-budget-089-00281,2026-04-11,project-23,pubsub,us-east1,prod,finops,security,61.63,7.796,0.416,66.045,63.953,0
finops-budget-089-00282,2026-04-12,project-17,compute,asia-south1,prod,platform,latency,56.692,8.917,0.659,120.085,81.226,1
finops-budget-089-00283,2026-04-13,project-21,gke,europe-west1,staging,security,cost,69.147,14.458,0.576,234.636,100,1
finops-budget-089-00284,2026-04-14,project-06,compute,europe-west1,prod,platform,quality,55.379,7.511,0.547,143.176,76.933,1
finops-budget-089-00285,2026-04-15,project-01,pubsub,us-central1,sandbox,security,quality,4.318,6.094,0.669,40.279,45.02,0
finops-budget-089-00286,2026-04-16,project-09,pubsub,us-central1,sandbox,finops,latency,33.446,9.584,0.771,40.722,66.992,1
finops-budget-089-00287,2026-04-17,project-12,gke,us-central1,prod,mlops,latency,86.658,5.608,0.7,171.101,92.868,1
finops-budget-089-00288,2026-04-18,project-10,cloud-sql,us-east1,staging,platform,cost,62.488,12.923,0.747,182.567,100,1
finops-budget-089-00289,2026-04-19,project-10,bigquery,global,dev,security,latency,51.151,6.983,0.573,144.844,75.375,1
finops-budget-089-00290,2026-04-20,project-08,cloud-sql,us-east1,prod,platform,latency,89.808,4.826,0.589,61.428,72.267,1
finops-budget-089-00291,2026-04-21,project-21,gke,global,staging,data,security,33.301,7.716,0.265,164.519,62.927,0
finops-budget-089-00292,2026-04-22,project-05,gke,asia-south1,prod,data,security,13.377,3.415,0.516,119.348,48.115,0
finops-budget-089-00293,2026-04-23,project-10,vertex-ai,us-central1,staging,finops,latency,23.385,6.38,0.17,173.049,54.258,0
finops-budget-089-00294,2026-04-24,project-05,cloud-sql,global,prod,finops,reliability,67.753,3.939,0.107,113.898,53.26,0
finops-budget-089-00295,2026-04-25,project-16,compute,us-central1,staging,finops,reliability,72.382,9.4,0.374,151.441,82.442,1
finops-budget-089-00296,2026-04-26,project-16,pubsub,europe-west1,prod,mlops,latency,53.573,7.637,0.749,89.967,75.905,1
finops-budget-089-00297,2026-04-27,project-24,cloud-run,asia-south1,prod,mlops,quality,51.65,14.233,0.768,285.645,100,1
finops-budget-089-00298,2026-04-28,project-19,pubsub,europe-west1,sandbox,platform,quality,38.238,13.679,0.636,206.981,97.746,1
finops-budget-089-00299,2026-04-29,project-11,cloud-run,us-east1,prod,mlops,cost,61.817,7.878,0.462,35.568,61.375,0
finops-budget-089-00300,2026-04-30,project-12,vertex-ai,asia-south1,sandbox,data,latency,64.309,6.819,0.408,57.711,61.115,0
finops-budget-089-00301,2026-05-01,project-15,compute,europe-west1,prod,finops,latency,49.806,12.794,0.311,200.879,87.465,1
finops-budget-089-00302,2026-05-02,project-05,compute,global,staging,mlops,reliability,36.932,6.815,0.628,170.945,75.737,1
finops-budget-089-00303,2026-05-03,project-21,gke,europe-west1,dev,platform,cost,21.243,12.512,0.372,198.362,78.578,1
finops-budget-089-00304,2026-05-04,project-19,pubsub,us-east1,prod,backend,cost,33.777,6.538,0.712,184.116,78.848,1
finops-budget-089-00305,2026-05-05,project-23,bigquery,asia-south1,prod,security,reliability,77.061,18.023,0.515,109.348,100,1
finops-budget-089-00306,2026-05-06,project-12,gke,us-central1,prod,backend,security,74.525,5.92,0.601,85.565,73.41,1
finops-budget-089-00307,2026-05-07,project-23,cloud-sql,global,dev,backend,security,64.5,3.964,0.689,201.419,85.313,1
finops-budget-089-00308,2026-05-08,project-24,cloud-run,global,prod,data,reliability,70.393,19.158,0.332,88.605,93.881,1
finops-budget-089-00309,2026-05-09,project-11,vertex-ai,global,dev,mlops,cost,58.891,5.629,0.709,86.136,71.123,1
finops-budget-089-00310,2026-05-10,project-23,pubsub,us-central1,dev,security,quality,53.695,3.646,0.933,35.886,65.189,1
finops-budget-089-00311,2026-05-11,project-11,compute,global,prod,finops,security,37.037,14.814,0.584,143.279,88.864,1
finops-budget-089-00312,2026-05-12,project-11,gke,us-central1,prod,finops,latency,46.621,16.956,0.739,178.816,100,1
finops-budget-089-00313,2026-05-13,project-14,gke,europe-west1,prod,backend,reliability,72.061,8.529,0.578,129.083,84.177,1
finops-budget-089-00314,2026-05-14,project-03,bigquery,us-east1,prod,mlops,latency,92.61,6.269,0.565,160.683,90.249,1
finops-budget-089-00315,2026-05-15,project-22,cloud-sql,global,prod,data,reliability,69.786,10.588,0.595,157.209,92.882,1
finops-budget-089-00316,2026-05-16,project-17,cloud-run,global,dev,mlops,latency,29.25,11.132,0.286,118.454,63.497,1
finops-budget-089-00317,2026-05-17,project-23,cloud-run,asia-south1,dev,finops,security,48.619,5.449,0.39,81.434,55.257,0
finops-budget-089-00318,2026-05-18,project-01,cloud-sql,us-central1,sandbox,platform,latency,63.698,4.447,0.266,68.357,51.949,0
finops-budget-089-00319,2026-05-19,project-22,cloud-run,global,prod,backend,reliability,54.972,4.855,0.3,106.428,56.589,0
finops-budget-089-00320,2026-05-20,project-01,cloud-sql,asia-south1,prod,finops,latency,58.369,5.079,0.781,68.197,69.561,1
finops-budget-089-00321,2026-05-21,project-14,cloud-run,global,dev,security,latency,2.783,8.392,0.686,78.975,56.083,0
finops-budget-089-00322,2026-05-22,project-20,compute,asia-south1,prod,data,cost,67.983,5.41,0.694,137.307,80.731,1
finops-budget-089-00323,2026-05-23,project-17,cloud-run,us-east1,prod,mlops,latency,33.367,7.79,0.779,136.2,76.983,1
finops-budget-089-00324,2026-05-24,project-05,pubsub,asia-south1,dev,backend,quality,55.781,14.088,0.541,187.09,98.614,1
finops-budget-089-00325,2026-05-25,project-11,compute,asia-south1,prod,data,latency,56.655,15.54,0.632,131.526,97.39,1
finops-budget-089-00326,2026-05-26,project-03,bigquery,asia-south1,dev,backend,reliability,37.729,13.733,0.519,182.134,89.975,1
finops-budget-089-00327,2026-05-27,project-22,compute,europe-west1,dev,finops,quality,30.125,5.866,0.333,79.968,47.548,0
finops-budget-089-00328,2026-05-28,project-15,cloud-run,global,staging,platform,latency,77.195,5.089,0.711,6.73,64.759,1
finops-budget-089-00329,2026-05-29,project-20,cloud-run,us-east1,dev,finops,cost,56.707,7.173,0.708,181.702,87.863,1
finops-budget-089-00330,2026-05-30,project-06,cloud-run,europe-west1,sandbox,data,latency,63.296,13.809,0.645,111.693,93.238,1
finops-budget-089-00331,2026-05-31,project-19,cloud-sql,us-central1,prod,platform,reliability,85.395,8.541,0.605,187.629,98.355,1
finops-budget-089-00332,2026-06-01,project-16,gke,asia-south1,staging,backend,latency,40.128,3.552,0.238,198.539,59.616,0
finops-budget-089-00333,2026-06-02,project-15,cloud-sql,us-central1,prod,platform,cost,50.7,15.398,0.364,124.204,84.527,1
finops-budget-089-00334,2026-06-03,project-06,bigquery,us-east1,dev,backend,security,51.57,6.377,0.478,64.3,59.036,1
finops-budget-089-00335,2026-06-04,project-08,compute,global,prod,data,cost,52.627,5.292,0.205,191.509,65.871,1
finops-budget-089-00336,2026-06-05,project-18,bigquery,global,prod,mlops,security,63.988,14.254,0.22,88.411,76.248,1
finops-budget-089-00337,2026-06-06,project-20,bigquery,global,prod,security,quality,81.946,9.43,0.385,144.659,85.256,1
finops-budget-089-00338,2026-06-07,project-11,cloud-sql,asia-south1,sandbox,platform,cost,10.224,8.701,0.408,112.045,54.501,0
finops-budget-089-00339,2026-06-08,project-11,bigquery,global,dev,data,security,42.206,9.995,0.43,213.391,84.263,1
finops-budget-089-00340,2026-06-09,project-05,bigquery,us-east1,sandbox,data,reliability,45.341,5.919,0.524,110.594,64.149,0
finops-budget-089-00341,2026-06-10,project-24,gke,us-east1,staging,security,security,56.266,9.879,0.55,108.993,77.889,0
finops-budget-089-00342,2026-06-11,project-12,compute,us-central1,prod,backend,reliability,47.17,13.614,0.535,133.283,86.438,1
finops-budget-089-00343,2026-06-12,project-18,cloud-run,global,prod,data,security,55.909,17.29,0.346,81.582,83.919,1
finops-budget-089-00344,2026-06-13,project-11,cloud-run,global,prod,security,cost,48.425,11.768,0.677,112.772,84.548,1
finops-budget-089-00345,2026-06-14,project-14,compute,global,dev,data,security,38.638,20.871,0.629,80.981,96.047,1
finops-budget-089-00346,2026-06-15,project-21,bigquery,europe-west1,dev,backend,security,46.017,7.666,0.723,76.594,70.468,1
finops-budget-089-00347,2026-06-16,project-06,cloud-sql,us-east1,dev,platform,quality,18.016,4.827,0.608,0.0,38.849,0
finops-budget-089-00348,2026-06-17,project-01,bigquery,us-central1,prod,mlops,security,59.078,5.203,0.469,103.723,64.359,0
finops-budget-089-00349,2026-06-18,project-24,gke,global,sandbox,backend,latency,43.471,9.823,0.734,232.278,97.699,1
finops-budget-089-00350,2026-06-19,project-10,compute,us-central1,sandbox,security,quality,30.139,11.9,0.406,114.776,69.263,0
finops-budget-089-00351,2026-06-20,project-03,pubsub,asia-south1,prod,backend,security,53.219,5.079,0.617,75.055,63.018,1
finops-budget-089-00352,2026-06-21,project-05,vertex-ai,us-central1,prod,mlops,cost,44.599,19.324,0.539,250.712,100,1
finops-budget-089-00353,2026-06-22,project-18,bigquery,us-east1,prod,platform,reliability,92.998,17.641,0.181,32.188,84.741,1
finops-budget-089-00354,2026-06-23,project-15,gke,us-central1,prod,mlops,security,73.32,8.012,0.477,217.022,92.701,1
finops-budget-089-00355,2026-06-24,project-04,compute,europe-west1,sandbox,security,security,58.174,6.877,0.342,133.734,67.88,1
finops-budget-089-00356,2026-06-25,project-06,cloud-run,us-east1,sandbox,finops,quality,47.643,7.652,0.449,214.744,81.562,1
finops-budget-089-00357,2026-06-26,project-21,compute,us-east1,dev,data,cost,58.719,7.638,0.382,133.219,71.171,0
finops-budget-089-00358,2026-06-27,project-01,gke,us-central1,sandbox,data,security,47.913,4.6,0.536,104.246,61.465,0
finops-budget-089-00359,2026-06-28,project-13,vertex-ai,us-central1,dev,platform,reliability,55.874,6.33,0.802,168.457,86.963,1
finops-budget-089-00360,2026-06-29,project-11,gke,us-east1,dev,data,security,45.559,8.746,0.783,89.836,76.859,1
finops-budget-089-00361,2026-01-01,project-16,pubsub,europe-west1,prod,data,security,47.044,10.72,0.489,101.795,73.439,1
finops-budget-089-00362,2026-01-02,project-18,cloud-sql,europe-west1,staging,data,quality,36.313,11.939,0.551,90.652,73.072,1
finops-budget-089-00363,2026-01-03,project-21,cloud-run,global,staging,mlops,latency,46.716,6.571,0.429,220.663,78.878,1
finops-budget-089-00364,2026-01-04,project-08,pubsub,global,prod,security,quality,59.755,9.507,0.488,139.155,80.471,1
finops-budget-089-00365,2026-01-05,project-01,cloud-sql,asia-south1,staging,finops,reliability,15.244,3.515,0.557,219.622,65.06,0
finops-budget-089-00366,2026-01-06,project-04,bigquery,us-east1,dev,finops,cost,47.796,9.81,0.691,89.234,76.817,1
finops-budget-089-00367,2026-01-07,project-09,vertex-ai,asia-south1,staging,mlops,cost,69.963,11.518,0.633,254.288,100,1
finops-budget-089-00368,2026-01-08,project-13,gke,global,sandbox,security,quality,32.149,12.709,0.582,174.729,86.758,1
finops-budget-089-00369,2026-01-09,project-01,gke,europe-west1,dev,mlops,quality,35.234,4.089,0.414,109.941,52.396,0
finops-budget-089-00370,2026-01-10,project-18,gke,global,dev,data,cost,36.367,8.589,0.706,105.789,72.907,1
finops-budget-089-00371,2026-01-11,project-10,pubsub,us-central1,prod,mlops,quality,37.768,8.278,0.192,0.0,39.254,0
finops-budget-089-00372,2026-01-12,project-17,bigquery,us-central1,dev,backend,cost,34.957,6.365,0.607,121.69,66.078,0
finops-budget-089-00373,2026-01-13,project-12,compute,us-east1,sandbox,finops,reliability,74.484,4.72,0.82,182.262,92.363,1
finops-budget-089-00374,2026-01-14,project-07,compute,us-east1,staging,mlops,security,70.051,11.122,0.783,33.741,82.795,1
finops-budget-089-00375,2026-01-15,project-08,bigquery,europe-west1,staging,backend,reliability,32.903,7.653,0.519,165.018,71.603,1
finops-budget-089-00376,2026-01-16,project-10,pubsub,us-central1,sandbox,backend,reliability,52.878,10.246,0.665,203.9,95.425,1
finops-budget-089-00377,2026-01-17,project-24,compute,asia-south1,dev,backend,cost,78.625,5.577,0.913,148.374,94.125,1
finops-budget-089-00378,2026-01-18,project-15,bigquery,europe-west1,prod,finops,latency,60.357,9.395,0.192,227.515,82.946,1
finops-budget-089-00379,2026-01-19,project-17,pubsub,europe-west1,prod,security,latency,49.089,11.246,0.491,73.902,71.384,1
finops-budget-089-00380,2026-01-20,project-15,vertex-ai,us-central1,prod,finops,latency,85.955,11.197,0.605,155.962,100,1
finops-budget-089-00381,2026-01-21,project-20,cloud-run,europe-west1,prod,data,latency,51.003,5.325,0.386,186.137,70.931,1
finops-budget-089-00382,2026-01-22,project-22,cloud-sql,us-east1,dev,security,reliability,57.096,8.12,0.706,73.956,74.426,1
finops-budget-089-00383,2026-01-23,project-24,vertex-ai,asia-south1,prod,security,quality,71.081,7.675,0.733,145.612,89.677,1
finops-budget-089-00384,2026-01-24,project-11,pubsub,us-east1,prod,backend,quality,60.332,8.777,0.584,88.547,74.949,0
finops-budget-089-00385,2026-01-25,project-09,pubsub,us-central1,staging,mlops,reliability,50.983,10.172,0.941,179.853,100,1
finops-budget-089-00386,2026-01-26,project-02,pubsub,europe-west1,dev,finops,latency,53.645,25.161,0.475,117.9,100,1
finops-budget-089-00387,2026-01-27,project-13,cloud-sql,us-east1,prod,finops,security,49.164,7.402,0.286,124.767,62.684,0
finops-budget-089-00388,2026-01-28,project-02,bigquery,us-central1,prod,data,latency,66.325,5.292,0.761,101.976,77.068,1
finops-budget-089-00389,2026-01-29,project-12,vertex-ai,global,prod,finops,security,49.879,18.565,0.84,5.168,90.93,1
finops-budget-089-00390,2026-01-30,project-11,pubsub,us-east1,prod,data,quality,58.717,11.029,0.679,65.121,79.547,1
finops-budget-089-00391,2026-01-31,project-13,compute,us-central1,prod,security,quality,63.446,10.272,0.676,125.705,88.166,1
finops-budget-089-00392,2026-02-01,project-11,bigquery,europe-west1,staging,data,latency,45.599,9.424,0.501,49.075,62.641,1
finops-budget-089-00393,2026-02-02,project-15,pubsub,global,prod,data,reliability,69.08,8.533,0.55,139.513,83.684,1
finops-budget-089-00394,2026-02-03,project-08,cloud-run,us-central1,staging,security,security,81.202,10.355,0.828,137.313,100,1
finops-budget-089-00395,2026-02-04,project-11,cloud-sql,europe-west1,dev,data,reliability,46.422,11.457,0.583,236.305,97.847,1
finops-budget-089-00396,2026-02-05,project-04,vertex-ai,us-east1,prod,backend,security,78.645,7.804,0.363,139.934,78.847,1
finops-budget-089-00397,2026-02-06,project-11,cloud-sql,us-central1,staging,backend,latency,52.379,18.281,0.33,115.187,89.336,1
finops-budget-089-00398,2026-02-07,project-17,vertex-ai,global,staging,finops,reliability,70.78,13.263,0.542,97.038,88.841,1
finops-budget-089-00399,2026-02-08,project-09,gke,global,prod,backend,quality,51.618,6.063,0.476,144.586,69.959,0
finops-budget-089-00400,2026-02-09,project-06,pubsub,us-central1,prod,platform,latency,109.363,3.063,0.351,140.052,78.133,1
finops-budget-089-00401,2026-02-10,project-17,compute,europe-west1,dev,platform,cost,15.051,15.552,0.575,93.239,75.278,1
finops-budget-089-00402,2026-02-11,project-06,gke,europe-west1,sandbox,platform,cost,62.063,8.939,0.648,81.347,77.123,1
finops-budget-089-00403,2026-02-12,project-06,bigquery,us-east1,sandbox,backend,security,41.343,10.731,0.452,162.845,79.077,1
finops-budget-089-00404,2026-02-13,project-17,pubsub,europe-west1,prod,security,reliability,69.536,3.507,0.391,149.865,68.061,1
finops-budget-089-00405,2026-02-14,project-13,gke,us-central1,prod,mlops,security,45.228,14.669,0.741,68.233,85.943,1
finops-budget-089-00406,2026-02-15,project-24,pubsub,global,staging,mlops,reliability,39.754,8.085,0.83,93.411,75.451,1
finops-budget-089-00407,2026-02-16,project-08,cloud-run,global,staging,data,security,31.706,5.807,0.218,173.949,57.644,0
finops-budget-089-00408,2026-02-17,project-05,vertex-ai,us-central1,dev,finops,security,69.743,12.325,0.324,142.008,85.218,1
finops-budget-089-00409,2026-02-18,project-08,bigquery,us-central1,prod,security,cost,54.153,7.282,0.817,158.835,87.703,1
finops-budget-089-00410,2026-02-19,project-06,cloud-run,us-east1,prod,security,reliability,43.221,12.001,0.621,191.5,92.792,1
finops-budget-089-00411,2026-02-20,project-02,compute,global,prod,mlops,quality,49.349,12.274,0.527,108.833,80.228,1
finops-budget-089-00412,2026-02-21,project-16,pubsub,us-central1,prod,finops,security,78.233,7.702,0.469,148.956,83.491,1
finops-budget-089-00413,2026-02-22,project-14,bigquery,global,prod,data,latency,77.692,14.212,0.45,163.329,99.922,1
finops-budget-089-00414,2026-02-23,project-08,pubsub,asia-south1,prod,data,security,54.755,11.664,0.438,122.232,79.536,1
finops-budget-089-00415,2026-02-24,project-11,vertex-ai,asia-south1,prod,data,reliability,48.614,4.555,0.353,17.821,42.597,0
finops-budget-089-00416,2026-02-25,project-08,vertex-ai,us-east1,prod,backend,quality,56.206,3.652,0.483,176.356,70.817,0
finops-budget-089-00417,2026-02-26,project-16,gke,us-east1,prod,platform,latency,76.759,10.916,0.712,48.265,84.295,1
finops-budget-089-00418,2026-02-27,project-22,bigquery,europe-west1,dev,security,quality,42.506,8.263,0.333,140.637,66.322,1
finops-budget-089-00419,2026-02-28,project-20,pubsub,europe-west1,prod,data,reliability,56.938,11.449,0.718,97.287,85.96,1
finops-budget-089-00420,2026-03-01,project-03,cloud-sql,us-central1,staging,mlops,security,27.973,10.15,0.778,70.337,70.961,1
finops-budget-089-00421,2026-03-02,project-22,cloud-run,asia-south1,prod,mlops,reliability,67.451,7.778,0.585,160.249,85.601,1
finops-budget-089-00422,2026-03-03,project-02,vertex-ai,europe-west1,dev,backend,cost,38.141,18.198,0.543,148.439,96.464,1
finops-budget-089-00423,2026-03-04,project-06,compute,europe-west1,prod,finops,latency,90.412,7.13,0.787,206.064,100,1
finops-budget-089-00424,2026-03-05,project-22,vertex-ai,asia-south1,prod,mlops,security,23.201,7.996,0.511,107.644,60.361,1
finops-budget-089-00425,2026-03-06,project-11,compute,us-central1,prod,data,security,56.617,9.872,0.206,0.0,50.061,0
finops-budget-089-00426,2026-03-07,project-08,pubsub,us-east1,prod,backend,reliability,82.958,8.885,0.618,146.194,92.717,1
finops-budget-089-00427,2026-03-08,project-19,cloud-sql,us-east1,dev,backend,reliability,50.432,5.772,0.276,164.757,64.806,0
finops-budget-089-00428,2026-03-09,project-23,compute,asia-south1,prod,platform,quality,73.999,10.315,0.856,145.817,100,1
finops-budget-089-00429,2026-03-10,project-01,cloud-run,europe-west1,sandbox,platform,reliability,63.004,7.138,0.711,219.719,95.634,1
finops-budget-089-00430,2026-03-11,project-05,cloud-run,europe-west1,sandbox,finops,reliability,13.438,10.9,0.571,171.956,75.199,0
finops-budget-089-00431,2026-03-12,project-15,cloud-run,asia-south1,sandbox,mlops,cost,55.455,12.632,0.781,31.235,80.774,1
finops-budget-089-00432,2026-03-13,project-02,bigquery,europe-west1,sandbox,finops,latency,38.105,11.47,0.653,22.691,66.264,1
finops-budget-089-00433,2026-03-14,project-07,compute,us-central1,dev,data,quality,71.257,11.816,0.235,151.43,82.819,1
finops-budget-089-00434,2026-03-15,project-07,bigquery,asia-south1,prod,data,security,60.615,9.407,0.427,112.47,74.512,0
finops-budget-089-00435,2026-03-16,project-21,vertex-ai,europe-west1,prod,security,quality,35.68,6.637,0.74,91.982,67.288,1
finops-budget-089-00436,2026-03-17,project-05,gke,asia-south1,dev,finops,cost,65.035,23.012,0.296,108.382,100,1
finops-budget-089-00437,2026-03-18,project-16,cloud-run,europe-west1,sandbox,mlops,quality,54.012,6.801,0.654,113.718,74.247,1
finops-budget-089-00438,2026-03-19,project-15,vertex-ai,us-central1,dev,backend,latency,41.055,13.084,0.611,213.811,97.464,1
finops-budget-089-00439,2026-03-20,project-08,compute,us-east1,dev,backend,cost,23.156,6.285,0.669,137.194,66.192,0
finops-budget-089-00440,2026-03-21,project-02,gke,europe-west1,prod,security,security,52.249,10.375,0.695,23.222,70.207,1
finops-budget-089-00441,2026-03-22,project-11,compute,us-central1,staging,backend,security,0.0,13.394,0.348,117.976,60.638,0
finops-budget-089-00442,2026-03-23,project-02,bigquery,us-central1,staging,finops,cost,47.143,25.979,0.374,113.418,100,1
