record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,pipeline_failed
devops-ci-086-00222,2026-02-11,project-21,cloud-run,us-east1,prod,security,quality,70.241,5.734,0.487,169.758,79.765,1
devops-ci-086-00223,2026-02-12,project-09,compute,us-east1,prod,data,reliability,90.451,8.708,0.698,106.531,91.942,1
devops-ci-086-00224,2026-02-13,project-23,pubsub,us-central1,prod,finops,cost,48.861,10.154,0.488,0.0,57.874,0
devops-ci-086-00225,2026-02-14,project-18,cloud-run,global,prod,finops,quality,63.417,5.413,0.8,182.991,89.512,1
devops-ci-086-00226,2026-02-15,project-18,bigquery,global,prod,mlops,security,68.708,11.519,0.797,103.547,93.921,1
devops-ci-086-00227,2026-02-16,project-22,bigquery,us-east1,prod,security,latency,88.049,8.028,0.567,81.869,81.333,1
devops-ci-086-00228,2026-02-17,project-16,pubsub,global,dev,backend,security,33.783,15.704,0.252,158.81,80.447,1
devops-ci-086-00229,2026-02-18,project-04,compute,global,dev,backend,reliability,28.926,10.246,0.11,79.861,49.528,0
devops-ci-086-00230,2026-02-19,project-16,cloud-run,global,prod,security,security,65.315,2.644,0.283,271.901,78.587,1
devops-ci-086-00231,2026-02-20,project-15,pubsub,global,prod,backend,security,52.782,7.063,0.465,157.328,74.173,1
devops-ci-086-00232,2026-02-21,project-15,bigquery,europe-west1,sandbox,data,cost,40.3,5.608,0.42,111.785,58.192,0
devops-ci-086-00233,2026-02-22,project-17,bigquery,asia-south1,prod,security,quality,51.833,26.527,0.764,169.382,100,1
devops-ci-086-00234,2026-02-23,project-04,compute,global,staging,security,quality,40.554,13.233,0.377,163.171,82.062,1
devops-ci-086-00235,2026-02-24,project-14,vertex-ai,europe-west1,dev,finops,latency,62.517,3.28,0.843,43.407,65.369,0
devops-ci-086-00236,2026-02-25,project-05,cloud-sql,europe-west1,prod,mlops,reliability,61.422,13.844,0.462,48.033,76.975,1
devops-ci-086-00237,2026-02-26,project-19,bigquery,europe-west1,prod,security,security,62.749,29.234,0.288,174.502,100,1
devops-ci-086-00238,2026-02-27,project-12,compute,us-east1,prod,security,quality,72.084,6.322,0.098,132.117,62.678,1
devops-ci-086-00239,2026-02-28,project-11,pubsub,global,dev,data,quality,56.38,28.104,0.484,29.481,100,1
devops-ci-086-00240,2026-03-01,project-07,compute,us-east1,prod,platform,cost,66.386,11.241,0.603,109.974,86.607,1
devops-ci-086-00241,2026-03-02,project-11,compute,us-east1,sandbox,security,reliability,41.652,6.778,0.664,164.383,77.606,1
devops-ci-086-00242,2026-03-03,project-11,cloud-run,asia-south1,sandbox,finops,security,78.765,6.085,0.639,59.583,72.82,1
devops-ci-086-00243,2026-03-04,project-12,gke,us-central1,prod,finops,security,57.098,12.454,0.438,56.319,72.587,1
devops-ci-086-00244,2026-03-05,project-09,pubsub,global,prod,platform,latency,52.071,8.918,0.612,124.535,78.615,1
devops-ci-086-00245,2026-03-06,project-20,gke,us-east1,sandbox,backend,cost,41.904,9.9,0.766,132.255,83.864,1
devops-ci-086-00246,2026-03-07,project-09,compute,global,prod,security,reliability,47.429,6.153,0.324,154.163,64.779,0
devops-ci-086-00247,2026-03-08,project-17,cloud-run,asia-south1,prod,data,reliability,74.846,6.57,0.52,80.729,71.499,0
devops-ci-086-00248,2026-03-09,project-20,compute,us-east1,dev,platform,cost,54.638,6.752,0.618,180.115,82.775,1
devops-ci-086-00249,2026-03-10,project-02,pubsub,us-central1,sandbox,platform,cost,66.552,7.445,0.649,134.235,82.956,1
devops-ci-086-00250,2026-03-11,project-16,bigquery,global,sandbox,backend,latency,62.034,7.544,0.29,78.916,60.973,0
devops-ci-086-00251,2026-03-12,project-21,pubsub,europe-west1,prod,backend,latency,107.678,10.138,0.586,42.854,88.102,1
devops-ci-086-00252,2026-03-13,project-16,vertex-ai,asia-south1,prod,finops,latency,73.042,13.256,0.516,82.58,86.598,1
devops-ci-086-00253,2026-03-14,project-21,compute,us-east1,prod,platform,cost,78.719,5.311,0.602,228.241,94.299,1
devops-ci-086-00254,2026-03-15,project-01,cloud-run,global,prod,data,latency,66.294,8.791,0.845,116.941,90.344,1
devops-ci-086-00255,2026-03-16,project-08,gke,us-central1,prod,security,reliability,36.644,18.154,0.371,127.841,86.813,1
devops-ci-086-00256,2026-03-17,project-22,bigquery,us-central1,sandbox,backend,security,64.304,14.572,0.593,209.544,100,1
devops-ci-086-00257,2026-03-18,project-05,compute,us-central1,staging,data,latency,57.753,5.976,0.61,88.237,68.375,1
devops-ci-086-00258,2026-03-19,project-11,gke,us-central1,dev,backend,latency,35.501,9.906,0.333,90.453,60.385,0
devops-ci-086-00259,2026-03-20,project-22,pubsub,us-east1,staging,mlops,cost,49.674,6.265,0.709,159.35,80.058,1
devops-ci-086-00260,2026-03-21,project-23,gke,us-central1,prod,backend,security,84.343,12.95,0.267,74.842,79.996,1
devops-ci-086-00261,2026-03-22,project-02,cloud-sql,us-central1,sandbox,finops,cost,50.285,6.719,0.652,105.891,71.54,1
devops-ci-086-00262,2026-03-23,project-15,pubsub,us-east1,prod,security,latency,57.428,5.552,0.445,58.487,57.159,1
devops-ci-086-00263,2026-03-24,project-18,compute,europe-west1,prod,backend,quality,63.492,6.136,0.642,280.334,99.892,1
devops-ci-086-00264,2026-03-25,project-11,cloud-sql,us-east1,prod,platform,reliability,82.682,13.061,0.172,42.302,71.603,1
devops-ci-086-00265,2026-03-26,project-23,bigquery,global,prod,backend,cost,89.603,11.387,0.362,73.367,81.3,1
devops-ci-086-00266,2026-03-27,project-04,compute,asia-south1,prod,platform,latency,57.318,9.123,0.334,157.038,75.94,1
devops-ci-086-00267,2026-03-28,project-16,bigquery,us-central1,prod,finops,cost,61.715,22.063,0.921,19.951,100,1
devops-ci-086-00268,2026-03-29,project-17,cloud-run,asia-south1,sandbox,finops,reliability,27.751,12.327,0.818,154.813,89.683,1
devops-ci-086-00269,2026-03-30,project-06,pubsub,europe-west1,sandbox,backend,security,44.928,3.63,0.461,192.839,68.452,1
devops-ci-086-00270,2026-03-31,project-01,gke,global,prod,mlops,quality,52.783,16.411,0.637,192.301,100,1
devops-ci-086-00271,2026-04-01,project-06,bigquery,europe-west1,staging,backend,quality,34.096,10.701,0.768,119.489,81.208,1
devops-ci-086-00272,2026-04-02,project-19,compute,us-central1,prod,data,security,52.37,7.141,0.379,196.045,76.847,1
devops-ci-086-00273,2026-04-03,project-12,compute,asia-south1,prod,data,reliability,60.03,12.12,0.439,195.319,93.14,1
devops-ci-086-00274,2026-04-04,project-07,compute,us-central1,dev,security,cost,25.603,6.63,0.272,146.006,55.244,0
devops-ci-086-00275,2026-04-05,project-22,compute,us-central1,sandbox,mlops,cost,55.309,6.002,0.612,169.686,79.529,1
devops-ci-086-00276,2026-04-06,project-10,pubsub,us-central1,prod,platform,cost,69.85,7.861,0.388,177.318,82.229,1
devops-ci-086-00277,2026-04-07,project-06,gke,us-east1,prod,security,latency,79.523,7.484,0.693,91.193,82.85,1
devops-ci-086-00278,2026-04-08,project-04,cloud-run,global,dev,security,cost,21.862,7.799,0.471,109.64,58.324,0
devops-ci-086-00279,2026-04-09,project-03,pubsub,asia-south1,prod,mlops,security,111.637,7.824,0.643,168.538,100,1
devops-ci-086-00280,2026-04-10,project-17,cloud-run,global,prod,platform,cost,51.926,34.963,0.553,80.879,100,1
devops-ci-086-00281,2026-04-11,project-04,vertex-ai,global,prod,finops,security,34.843,8.603,0.275,32.943,46.698,0
devops-ci-086-00282,2026-04-12,project-12,pubsub,us-central1,staging,platform,reliability,17.216,14.042,0.303,108.02,65.148,0
devops-ci-086-00283,2026-04-13,project-17,compute,europe-west1,staging,platform,quality,37.889,10.526,0.748,135.07,83.7,1
devops-ci-086-00284,2026-04-14,project-02,pubsub,europe-west1,dev,backend,security,58.486,7.536,0.324,77.53,60.701,1
devops-ci-086-00285,2026-04-15,project-22,gke,global,prod,security,cost,93.4,11.807,0.402,186.216,100,1
devops-ci-086-00286,2026-04-16,project-11,vertex-ai,asia-south1,prod,data,cost,60.573,11.41,0.396,126.6,80.146,1
devops-ci-086-00287,2026-04-17,project-17,cloud-sql,us-central1,prod,security,latency,51.621,3.155,0.818,112.001,70.392,1
devops-ci-086-00288,2026-04-18,project-23,gke,us-east1,prod,backend,security,85.697,4.728,0.405,116.81,72.236,1
devops-ci-086-00289,2026-04-19,project-10,cloud-run,us-central1,dev,mlops,latency,11.266,8.22,0.49,102.818,55.267,0
devops-ci-086-00290,2026-04-20,project-17,bigquery,us-central1,dev,backend,cost,64.027,9.818,0.835,197.222,100,1
devops-ci-086-00291,2026-04-21,project-19,pubsub,global,prod,platform,quality,64.258,14.538,0.433,156.265,94.356,1
devops-ci-086-00292,2026-04-22,project-03,cloud-run,us-east1,dev,backend,latency,16.951,17.464,0.646,192.753,97.402,1
devops-ci-086-00293,2026-04-23,project-24,vertex-ai,us-central1,prod,platform,reliability,62.364,13.672,0.753,150.084,100,1
devops-ci-086-00294,2026-04-24,project-05,compute,us-east1,staging,mlops,security,22.691,8.084,0.493,60.127,52.828,0
devops-ci-086-00295,2026-04-25,project-14,bigquery,global,sandbox,backend,quality,51.488,7.719,0.204,98.602,57.551,0
devops-ci-086-00296,2026-04-26,project-04,compute,europe-west1,prod,platform,reliability,79.062,4.715,0.699,39.949,68.964,1
devops-ci-086-00297,2026-04-27,project-08,cloud-run,global,sandbox,security,cost,42.604,16.986,0.373,182.026,94.146,1
devops-ci-086-00298,2026-04-28,project-09,cloud-run,global,staging,backend,reliability,25.922,4.415,0.626,128.38,60.006,1
devops-ci-086-00299,2026-04-29,project-05,vertex-ai,europe-west1,dev,backend,security,65.242,2.186,0.471,149.596,66.236,0
devops-ci-086-00300,2026-04-30,project-06,gke,europe-west1,prod,finops,security,83.937,5.965,0.713,75.787,79.304,1
devops-ci-086-00301,2026-05-01,project-02,cloud-sql,us-central1,dev,data,reliability,25.635,14.891,0.539,92.28,76.04,1
devops-ci-086-00302,2026-05-02,project-24,cloud-sql,europe-west1,staging,platform,latency,57.347,8.458,0.501,29.067,61.581,1
devops-ci-086-00303,2026-05-03,project-19,gke,us-central1,prod,backend,quality,82.343,9.018,0.76,0.0,76.462,1
devops-ci-086-00304,2026-05-04,project-17,vertex-ai,global,sandbox,security,security,24.177,11.931,0.572,101.198,71.079,1
devops-ci-086-00305,2026-05-05,project-13,compute,us-central1,dev,data,cost,73.806,17.044,0.407,191.552,100,1
devops-ci-086-00306,2026-05-06,project-09,compute,us-east1,prod,mlops,cost,64.374,5.964,0.667,131.523,78.972,1
devops-ci-086-00307,2026-05-07,project-12,vertex-ai,us-central1,staging,platform,cost,19.421,6.16,0.542,67.085,49.924,0
devops-ci-086-00308,2026-05-08,project-16,compute,us-east1,sandbox,data,cost,104.451,16.234,0.711,272.776,100,1
devops-ci-086-00309,2026-05-09,project-22,bigquery,us-central1,staging,platform,quality,37.527,8.089,0.541,189.373,78.561,1
devops-ci-086-00310,2026-05-10,project-16,vertex-ai,us-east1,prod,security,quality,49.086,5.603,0.437,179.068,71.663,1
devops-ci-086-00311,2026-05-11,project-02,pubsub,global,prod,security,cost,57.078,9.2,0.648,179.459,90.295,1
devops-ci-086-00312,2026-05-12,project-24,cloud-sql,global,staging,security,latency,70.278,6.578,0.249,59.117,57.282,1
devops-ci-086-00313,2026-05-13,project-04,vertex-ai,europe-west1,sandbox,finops,reliability,32.324,17.978,0.555,123.909,90.757,1
devops-ci-086-00314,2026-05-14,project-13,pubsub,asia-south1,prod,data,cost,85.294,11.58,0.863,62.635,96.212,1
devops-ci-086-00315,2026-05-15,project-18,cloud-run,us-east1,prod,finops,quality,56.627,8.357,0.72,0.0,64.519,0
devops-ci-086-00316,2026-05-16,project-11,vertex-ai,global,prod,finops,reliability,72.833,25.227,0.355,98.171,100,1
devops-ci-086-00317,2026-05-17,project-14,cloud-sql,asia-south1,prod,mlops,reliability,43.462,23.615,0.603,0.0,91.418,1
devops-ci-086-00318,2026-05-18,project-12,gke,europe-west1,prod,finops,latency,81.711,16.88,0.681,78.4,100,1
devops-ci-086-00319,2026-05-19,project-08,bigquery,us-central1,staging,security,security,75.839,6.974,0.542,160.02,85.123,1
devops-ci-086-00320,2026-05-20,project-07,compute,europe-west1,prod,security,security,78.798,6.112,0.791,34.905,74.616,1
devops-ci-086-00321,2026-05-21,project-17,cloud-run,europe-west1,prod,backend,latency,110.111,7.521,0.834,137.156,100,1
devops-ci-086-00322,2026-05-22,project-14,bigquery,asia-south1,dev,finops,latency,56.208,11.902,0.82,189.505,100,1
devops-ci-086-00323,2026-05-23,project-02,compute,europe-west1,prod,data,security,89.793,12.838,0.822,117.885,100,1
devops-ci-086-00324,2026-05-24,project-14,gke,europe-west1,sandbox,security,security,26.979,12.128,0.535,58.082,64.937,1
devops-ci-086-00325,2026-05-25,project-20,cloud-run,us-east1,sandbox,backend,reliability,55.939,8.055,0.731,130.961,83.057,1
devops-ci-086-00326,2026-05-26,project-13,bigquery,asia-south1,prod,platform,quality,46.325,6.771,0.604,143.975,74.149,1
devops-ci-086-00327,2026-05-27,project-01,cloud-run,us-east1,staging,data,reliability,60.614,7.053,0.404,118.358,69.072,1
devops-ci-086-00328,2026-05-28,project-24,compute,asia-south1,sandbox,security,quality,49.073,9.004,0.533,115.016,73.613,1
devops-ci-086-00329,2026-05-29,project-23,compute,us-east1,sandbox,security,quality,51.563,8.192,0.581,12.472,59.316,0
devops-ci-086-00330,2026-05-30,project-09,compute,us-east1,prod,finops,quality,76.759,7.603,0.883,194.115,100,1
devops-ci-086-00331,2026-05-31,project-23,gke,us-east1,prod,finops,reliability,58.695,9.186,0.679,110.944,81.922,1
devops-ci-086-00332,2026-06-01,project-17,pubsub,global,prod,finops,cost,65.538,7.29,0.344,147.045,73.432,1
devops-ci-086-00333,2026-06-02,project-05,compute,global,prod,platform,quality,22.711,3.472,0.468,121.309,50.121,0
devops-ci-086-00334,2026-06-03,project-06,gke,us-east1,dev,security,cost,27.199,11.495,0.385,106.137,65.295,1
devops-ci-086-00335,2026-06-04,project-09,pubsub,asia-south1,sandbox,data,cost,59.508,8.269,0.494,173.977,82.784,1
devops-ci-086-00336,2026-06-05,project-24,pubsub,europe-west1,prod,backend,cost,64.559,6.953,0.738,112.531,81.06,1
devops-ci-086-00337,2026-06-06,project-01,compute,global,prod,mlops,security,74.266,19.795,0.578,127.946,100,1
devops-ci-086-00338,2026-06-07,project-07,vertex-ai,asia-south1,staging,finops,reliability,24.017,5.081,0.701,176.328,70.511,1
devops-ci-086-00339,2026-06-08,project-06,gke,asia-south1,staging,data,security,47.772,8.914,0.452,8.383,54.562,0
devops-ci-086-00340,2026-06-09,project-05,cloud-run,europe-west1,staging,data,reliability,10.266,8.157,0.546,77.32,53.012,0
devops-ci-086-00341,2026-06-10,project-07,cloud-sql,us-central1,sandbox,backend,security,10.776,8.539,0.274,11.951,35.029,0
devops-ci-086-00342,2026-06-11,project-09,cloud-sql,global,dev,backend,cost,29.627,2.252,0.513,99.903,48.148,0
devops-ci-086-00343,2026-06-12,project-17,compute,us-east1,prod,platform,quality,72.631,4.409,0.713,57.046,68.983,1
devops-ci-086-00344,2026-06-13,project-14,compute,us-east1,dev,platform,latency,41.752,14.814,0.605,35.716,75.563,0
devops-ci-086-00345,2026-06-14,project-08,cloud-run,europe-west1,staging,platform,cost,30.771,5.017,0.389,198.677,65.065,0
devops-ci-086-00346,2026-06-15,project-01,bigquery,asia-south1,dev,finops,cost,67.35,7.829,0.201,180.76,75.236,1
devops-ci-086-00347,2026-06-16,project-16,cloud-sql,us-east1,dev,security,quality,39.118,15.512,0.601,0.632,71.013,1
devops-ci-086-00348,2026-06-17,project-07,gke,us-east1,prod,backend,latency,51.814,7.453,0.605,99.468,71.206,1
devops-ci-086-00349,2026-06-18,project-14,cloud-run,europe-west1,prod,platform,reliability,45.233,7.973,0.332,134.394,65.654,0
devops-ci-086-00350,2026-06-19,project-01,compute,global,sandbox,platform,quality,0.0,7.341,0.32,98.776,42.734,0
devops-ci-086-00351,2026-06-20,project-23,pubsub,us-central1,prod,mlops,quality,99.456,6.472,0.948,168.467,100,1
devops-ci-086-00352,2026-06-21,project-14,compute,us-central1,sandbox,mlops,security,36.197,10.255,0.473,6.241,54.062,0
devops-ci-086-00353,2026-06-22,project-23,bigquery,global,prod,platform,quality,35.158,9.31,0.661,178.081,83.134,1
devops-ci-086-00354,2026-06-23,project-14,gke,asia-south1,prod,finops,security,44.947,9.659,0.517,88.21,69.228,0
devops-ci-086-00355,2026-06-24,project-20,bigquery,us-central1,prod,security,quality,53.321,9.855,0.251,193.559,78.67,1
devops-ci-086-00356,2026-06-25,project-09,cloud-sql,global,prod,backend,security,93.487,9.035,0.94,99.897,100,1
devops-ci-086-00357,2026-06-26,project-05,pubsub,europe-west1,dev,platform,reliability,70.184,15.388,0.43,147.578,97.042,1
devops-ci-086-00358,2026-06-27,project-01,gke,europe-west1,dev,security,reliability,62.156,31.474,0.693,62.07,100,1
devops-ci-086-00359,2026-06-28,project-20,vertex-ai,global,prod,mlops,latency,52.032,13.804,0.757,109.035,92.816,1
devops-ci-086-00360,2026-06-29,project-24,cloud-run,us-central1,dev,backend,reliability,23.517,9.228,0.327,114.091,57.846,0
devops-ci-086-00361,2026-01-01,project-20,pubsub,asia-south1,prod,finops,reliability,74.488,8.364,0.78,196.126,100,1
devops-ci-086-00362,2026-01-02,project-15,gke,europe-west1,prod,backend,security,24.177,4.484,0.382,157.674,55.289,0
devops-ci-086-00363,2026-01-03,project-21,bigquery,global,sandbox,finops,reliability,35.276,5.669,0.463,143.61,62.722,1
devops-ci-086-00364,2026-01-04,project-13,compute,global,prod,backend,quality,101.951,10.445,0.544,109.623,95.081,1
devops-ci-086-00365,2026-01-05,project-19,compute,asia-south1,prod,mlops,latency,68.335,4.361,0.488,160.632,74.598,1
devops-ci-086-00366,2026-01-06,project-11,cloud-sql,global,staging,backend,reliability,26.854,14.619,0.297,130.146,72.885,1
devops-ci-086-00367,2026-01-07,project-06,cloud-run,us-central1,prod,platform,reliability,60.11,4.165,0.485,174.154,73.129,0
devops-ci-086-00368,2026-01-08,project-11,cloud-sql,asia-south1,sandbox,platform,cost,12.431,6.063,0.401,120.888,50.162,0
devops-ci-086-00369,2026-01-09,project-11,gke,us-east1,dev,security,security,39.734,6.192,0.717,87.91,66.27,0
devops-ci-086-00370,2026-01-10,project-04,vertex-ai,global,prod,mlops,security,37.295,4.373,0.382,72.932,47.263,0
devops-ci-086-00371,2026-01-11,project-07,gke,europe-west1,prod,backend,security,77.053,18.789,0.678,152.071,100,1
devops-ci-086-00372,2026-01-12,project-11,cloud-sql,asia-south1,prod,security,quality,50.165,8.198,0.671,180.819,86.541,1
devops-ci-086-00373,2026-01-13,project-03,pubsub,us-central1,prod,platform,reliability,42.223,4.323,0.644,38.813,53.065,0
devops-ci-086-00374,2026-01-14,project-24,bigquery,us-east1,prod,platform,security,90.321,7.45,0.747,141.32,95.75,1
devops-ci-086-00375,2026-01-15,project-03,pubsub,global,dev,platform,security,61.317,10.702,0.56,32.438,70.763,1
devops-ci-086-00376,2026-01-16,project-15,compute,us-central1,sandbox,security,quality,42.336,17.857,0.638,106.535,94.35,1
devops-ci-086-00377,2026-01-17,project-11,cloud-sql,us-central1,prod,backend,reliability,60.986,4.846,0.508,77.516,61.737,0
devops-ci-086-00378,2026-01-18,project-16,gke,us-east1,staging,security,latency,54.124,15.696,0.475,143.59,93.133,1
devops-ci-086-00379,2026-01-19,project-14,gke,asia-south1,dev,data,reliability,37.481,8.845,0.77,60.495,69.529,1
devops-ci-086-00380,2026-01-20,project-10,vertex-ai,us-east1,sandbox,data,latency,64.929,2.245,0.481,118.303,62.051,0
devops-ci-086-00381,2026-01-21,project-05,gke,global,sandbox,security,reliability,2.839,21.273,0.562,81.625,82.204,1
devops-ci-086-00382,2026-01-22,project-02,pubsub,europe-west1,prod,data,reliability,76.846,9.33,0.728,170.571,99.021,1
devops-ci-086-00383,2026-01-23,project-10,bigquery,global,prod,backend,quality,56.601,17.301,0.496,83.625,89.735,1
devops-ci-086-00384,2026-01-24,project-08,cloud-sql,europe-west1,prod,data,reliability,85.208,14.522,0.344,166.464,100,1
devops-ci-086-00385,2026-01-25,project-24,gke,asia-south1,prod,mlops,quality,45.917,3.118,0.93,74.368,66.742,1
devops-ci-086-00386,2026-01-26,project-18,vertex-ai,global,prod,finops,cost,82.421,6.272,0.848,95.651,87.111,1
devops-ci-086-00387,2026-01-27,project-08,pubsub,us-central1,staging,mlops,security,39.982,6.137,0.747,128.274,73.165,1
devops-ci-086-00388,2026-01-28,project-13,bigquery,asia-south1,dev,platform,reliability,11.833,11.996,0.451,24.302,51.461,0
devops-ci-086-00389,2026-01-29,project-03,pubsub,asia-south1,prod,platform,security,49.661,18.607,0.567,130.755,99.711,1
devops-ci-086-00390,2026-01-30,project-05,cloud-run,europe-west1,sandbox,backend,security,68.691,5.639,0.391,56.883,59.18,0
devops-ci-086-00391,2026-01-31,project-12,pubsub,us-central1,staging,finops,security,0.847,5.463,0.751,0.0,39.328,0
devops-ci-086-00392,2026-02-01,project-01,pubsub,europe-west1,dev,finops,quality,25.215,10.935,0.346,168.689,71.051,1
devops-ci-086-00393,2026-02-02,project-17,cloud-run,europe-west1,dev,mlops,reliability,54.312,7.786,0.415,79.568,63.305,0
devops-ci-086-00394,2026-02-03,project-13,gke,global,staging,platform,security,58.299,14.935,0.203,99.225,76.828,1
devops-ci-086-00395,2026-02-04,project-03,vertex-ai,global,staging,backend,cost,31.065,6.785,0.883,131.227,76.747,1
devops-ci-086-00396,2026-02-05,project-03,compute,us-central1,prod,data,latency,98.412,5.717,0.582,111.443,84.406,1
devops-ci-086-00397,2026-02-06,project-23,cloud-sql,global,prod,platform,latency,43.101,8.909,0.634,140.611,78.569,1
devops-ci-086-00398,2026-02-07,project-06,pubsub,us-central1,dev,platform,quality,35.009,10.658,0.6,100.077,72.716,1
devops-ci-086-00399,2026-02-08,project-11,vertex-ai,us-central1,sandbox,data,security,21.815,2.828,0.53,160.099,56.132,0
devops-ci-086-00400,2026-02-09,project-17,vertex-ai,europe-west1,prod,platform,latency,58.511,8.388,0.674,171.536,88.657,1
devops-ci-086-00401,2026-02-10,project-24,pubsub,us-central1,prod,backend,reliability,41.535,9.155,0.371,145.455,70.096,1
devops-ci-086-00402,2026-02-11,project-04,gke,us-east1,prod,security,quality,63.676,7.471,0.331,76.298,62.431,0
devops-ci-086-00403,2026-02-12,project-07,cloud-sql,us-central1,sandbox,security,security,79.985,7.828,0.645,212.029,99.756,1
devops-ci-086-00404,2026-02-13,project-17,cloud-sql,europe-west1,prod,data,security,59.701,10.925,0.16,64.191,61.348,0
devops-ci-086-00405,2026-02-14,project-15,gke,us-central1,prod,finops,cost,67.959,20.932,0.585,153.316,100,1
devops-ci-086-00406,2026-02-15,project-16,cloud-run,global,prod,finops,latency,50.889,17.663,0.458,76.99,86.283,1
devops-ci-086-00407,2026-02-16,project-13,compute,us-central1,prod,security,security,52.286,7.628,0.453,104.472,67.189,1
devops-ci-086-00408,2026-02-17,project-06,compute,europe-west1,prod,platform,quality,54.782,11.631,0.543,92.104,78.75,1
devops-ci-086-00409,2026-02-18,project-05,vertex-ai,europe-west1,prod,backend,latency,82.105,9.022,0.435,210.67,95.736,1
devops-ci-086-00410,2026-02-19,project-18,compute,us-east1,prod,platform,latency,91.967,10.699,0.491,151.704,96.461,1
devops-ci-086-00411,2026-02-20,project-19,vertex-ai,asia-south1,prod,platform,security,74.155,5.221,0.288,143.111,69.087,0
devops-ci-086-00412,2026-02-21,project-24,compute,us-central1,sandbox,data,security,19.2,5.893,0.552,61.995,48.831,0
devops-ci-086-00413,2026-02-22,project-11,cloud-run,global,staging,security,quality,48.262,7.219,0.432,46.672,55.662,0
devops-ci-086-00414,2026-02-23,project-08,cloud-run,us-east1,dev,mlops,latency,15.986,10.54,0.153,178.842,61.625,1
devops-ci-086-00415,2026-02-24,project-21,vertex-ai,us-central1,prod,mlops,cost,39.633,9.338,0.468,0.0,52.04,0
devops-ci-086-00416,2026-02-25,project-15,bigquery,asia-south1,dev,mlops,latency,41.61,20.261,0.519,142.305,100,1
devops-ci-086-00417,2026-02-26,project-16,gke,europe-west1,prod,backend,reliability,76.804,14.748,0.598,183.461,100,1
devops-ci-086-00418,2026-02-27,project-12,cloud-sql,asia-south1,dev,backend,security,49.982,3.883,0.786,0.0,54.064,0
devops-ci-086-00419,2026-02-28,project-17,compute,us-central1,prod,backend,reliability,74.836,9.34,0.466,174.185,89.698,1
devops-ci-086-00420,2026-03-01,project-01,cloud-sql,asia-south1,prod,platform,reliability,72.743,6.961,0.57,88.234,74.52,1
devops-ci-086-00421,2026-03-02,project-01,cloud-run,us-east1,prod,platform,quality,54.51,9.354,0.308,40.362,57.571,0
devops-ci-086-00422,2026-03-03,project-03,gke,us-east1,prod,data,reliability,67.733,6.11,0.589,121.94,76.361,1
devops-ci-086-00423,2026-03-04,project-05,pubsub,europe-west1,prod,data,latency,73.679,12.915,0.582,251.124,100,1
devops-ci-086-00424,2026-03-05,project-02,gke,europe-west1,prod,mlops,reliability,64.585,7.771,0.37,85.559,66.164,0
devops-ci-086-00425,2026-03-06,project-15,gke,asia-south1,dev,security,quality,40.785,7.598,0.157,136.822,57.452,0
devops-ci-086-00426,2026-03-07,project-19,compute,asia-south1,prod,finops,cost,93.509,7.76,0.558,176.872,96.159,1
devops-ci-086-00427,2026-03-08,project-13,bigquery,us-east1,dev,finops,cost,60.143,2.076,0.801,124.769,72.125,1
devops-ci-086-00428,2026-03-09,project-16,compute,global,prod,mlops,latency,74.726,11.065,0.439,120.856,84.962,1
devops-ci-086-00429,2026-03-10,project-17,gke,us-east1,dev,security,quality,46.522,12.626,0.35,51.367,65.484,1
devops-ci-086-00430,2026-03-11,project-16,gke,us-east1,prod,data,reliability,64.201,3.755,0.498,40.976,54.638,0
devops-ci-086-00431,2026-03-12,project-03,pubsub,europe-west1,sandbox,finops,reliability,37.52,6.921,1.11,104.863,83.424,1
devops-ci-086-00432,2026-03-13,project-09,pubsub,us-east1,prod,security,reliability,39.49,18.6,0.827,120.764,100,1
devops-ci-086-00433,2026-03-14,project-15,vertex-ai,us-central1,dev,backend,latency,106.152,8.827,0.273,148.174,88.913,1
devops-ci-086-00434,2026-03-15,project-16,cloud-run,us-east1,dev,platform,reliability,34.48,8.516,0.282,191.256,69.7,1
devops-ci-086-00435,2026-03-16,project-02,vertex-ai,us-central1,prod,data,reliability,34.749,9.506,0.457,52.762,58.032,0
devops-ci-086-00436,2026-03-17,project-01,bigquery,global,staging,security,latency,52.131,6.026,0.815,159.424,84.081,1
devops-ci-086-00437,2026-03-18,project-03,bigquery,us-central1,prod,security,quality,31.617,6.756,0.43,101.294,56.652,0
devops-ci-086-00438,2026-03-19,project-13,cloud-sql,europe-west1,dev,backend,latency,51.218,14.264,0.693,68.185,85.408,1
devops-ci-086-00439,2026-03-20,project-05,gke,us-central1,prod,finops,security,61.697,12.958,0.616,134.48,93.001,1
devops-ci-086-00440,2026-03-21,project-01,bigquery,us-central1,staging,backend,reliability,23.685,10.835,0.573,213.505,84.763,1
devops-ci-086-00441,2026-03-22,project-11,vertex-ai,europe-west1,prod,security,latency,71.992,5.106,0.667,189.596,88.106,1
devops-ci-086-00442,2026-03-23,project-02,cloud-sql,us-central1,prod,data,latency,52.741,9.55,0.706,176.589,91.205,1
devops-ci-086-00443,2026-03-24,project-12,vertex-ai,europe-west1,staging,backend,reliability,29.659,15.462,0.551,227.6,98.935,1
devops-ci-086-00444,2026-03-25,project-18,pubsub,us-central1,dev,finops,reliability,28.408,6.339,0.694,164.503,73.014,1
