billing_record_id,usage_date,project_id,service_name,sku_category,environment,owning_team,gcp_region,usage_quantity,usage_unit,daily_cost_usd,committed_use_covered_pct,idle_resource_score,rightsizing_savings_usd,label_compliance,budget_threshold_pct,cost_anomaly
bill-009758,2026-02-07,shared-services,Cloud SQL,network,prod,mlops,us-central1,1718.06,slot_hour,236.19,0.73,0.453,28.22,1,133.44,0
bill-009759,2026-02-08,payments-prod,Pub/Sub,training,prod,finops,us-central1,5716.195,slot_hour,57.62,0.4,0.235,6.7,1,159.17,0
bill-009760,2026-02-09,shared-services,Vertex AI,network,dev,platform,global,2023.31,gibibyte,257.1,0.47,0.738,63.42,1,180,1
bill-009761,2026-02-10,sandbox,Pub/Sub,memory,prod,finops,global,1520.498,gibibyte,26.75,0.72,0.267,3.48,0,73.9,0
bill-009762,2026-02-11,data-platform,Pub/Sub,storage,sandbox,mlops,europe-west1,539.816,node_hour,4.62,0.78,0.629,1.4,1,60.79,0
bill-009763,2026-02-12,ml-prod,Vertex AI,network,staging,backend,us-east1,199.385,request,129.79,0.83,0.672,18.11,1,102.2,0
bill-009764,2026-02-13,payments-prod,Pub/Sub,storage,dev,platform,global,1401.183,request,10.11,0.92,0.592,1.43,1,92.75,0
bill-009765,2026-02-14,analytics-dev,Vertex AI,storage,staging,backend,asia-south1,831.423,slot_hour,86.07,0.63,0.551,8.04,1,67.77,0
bill-009766,2026-02-15,sandbox,Cloud SQL,query,prod,backend,us-east1,7559.359,gibibyte,295.22,0.81,0.425,36.23,1,166.79,0
bill-009767,2026-02-16,payments-prod,Vertex AI,network,staging,mlops,us-east1,5932.087,node_hour,113.6,0.11,0.163,3.78,1,89.45,0
bill-009768,2026-02-17,data-platform,Vertex AI,training,staging,mlops,global,3514.067,request,224.97,0.81,0.456,54.83,1,177.14,0
bill-009769,2026-02-18,sandbox,Pub/Sub,training,prod,data,us-central1,2071.875,request,27.73,0.8,0.756,4.84,1,76.6,0
bill-009770,2026-02-19,analytics-dev,Pub/Sub,memory,prod,finops,us-central1,5261.823,gibibyte,50.3,0.59,0.297,3.67,1,138.95,0
bill-009771,2026-02-20,sandbox,GKE,database,prod,finops,us-east1,2681.996,gibibyte,382.24,0.45,0,0.0,1,158.61,0
bill-009772,2026-02-21,sandbox,Cloud SQL,database,dev,backend,us-east1,4888.251,request,25.24,0.2,0.897,10.6,1,49.98,0
bill-009773,2026-02-22,sandbox,BigQuery,query,prod,backend,asia-south1,7303.734,request,253.5,0.41,0.432,29.68,1,121.29,0
bill-009774,2026-02-23,data-platform,BigQuery,memory,dev,finops,europe-west1,5616.467,hour,61.05,0.32,0.783,8.04,1,102.61,0
bill-009775,2026-02-24,ml-prod,Cloud Storage,storage,dev,finops,us-central1,5148.467,gibibyte,20.11,0.65,1,3.89,1,94.64,0
bill-009776,2026-02-25,ml-prod,Cloud SQL,network,staging,mlops,us-central1,5541.378,gibibyte,57.25,0.8,0.599,14.58,1,73.4,0
bill-009777,2026-02-26,analytics-dev,Cloud SQL,cpu,dev,platform,us-east1,4162.012,node_hour,53.06,0.34,0.507,7.23,0,105.07,0
bill-009778,2026-02-27,ml-prod,Pub/Sub,memory,staging,data,asia-south1,2962.28,hour,9.4,0.63,0.815,3.59,1,57.32,0
bill-009779,2026-02-28,payments-prod,Compute Engine,storage,sandbox,data,asia-south1,4628.364,hour,88.29,0.64,0.727,10.15,1,180,1
bill-009780,2026-03-01,data-platform,Cloud SQL,network,dev,data,us-central1,1978.803,slot_hour,60.6,0.45,0.72,14.82,1,120.0,0
bill-009781,2026-03-02,data-platform,BigQuery,storage,dev,data,asia-south1,2313.262,gibibyte,28.16,0.23,0.533,4.67,1,47.33,0
bill-009782,2026-03-03,ml-prod,GKE,storage,dev,mlops,asia-south1,2120.3,gibibyte,154.7,0.16,0.777,48.73,1,180,1
bill-009783,2026-03-04,analytics-dev,Vertex AI,storage,prod,data,us-central1,6760.4,hour,203.55,0.1,0.258,20.37,1,70.43,0
bill-009784,2026-03-05,shared-services,Compute Engine,query,sandbox,data,europe-west1,1599.664,hour,9.4,0.94,0.673,1.47,1,31.86,0
bill-009785,2026-03-06,data-platform,Pub/Sub,training,prod,backend,us-east1,2333.32,request,49.3,0.32,0.275,6.33,0,136.19,0
bill-009786,2026-03-07,shared-services,Compute Engine,memory,prod,data,us-east1,4670.955,slot_hour,188.01,0.3,0.411,12.49,1,122.88,0
bill-009787,2026-03-08,payments-prod,Vertex AI,memory,sandbox,mlops,europe-west1,3069.035,gibibyte,31.01,0.79,0.516,8.72,1,56.38,0
bill-009788,2026-03-09,sandbox,GKE,database,prod,data,asia-south1,7633.02,node_hour,211.65,0.37,0.371,34.01,1,87.82,0
bill-009789,2026-03-10,payments-prod,Pub/Sub,memory,sandbox,platform,europe-west1,6902.06,slot_hour,7.07,0.18,0.288,1.11,1,93.03,0
bill-009790,2026-03-11,data-platform,Cloud SQL,memory,dev,mlops,us-central1,1435.176,request,54.51,0.5,0.679,6.82,1,107.94,0
bill-009791,2026-03-12,payments-prod,Pub/Sub,memory,prod,platform,global,2760.927,node_hour,19.85,0.58,0.379,3.15,1,54.83,0
bill-009792,2026-03-13,ml-prod,Cloud SQL,database,sandbox,mlops,europe-west1,2391.158,gibibyte,33.85,0.1,0.721,10.27,1,99.56,0
bill-009793,2026-03-14,shared-services,Pub/Sub,database,dev,data,global,2982.218,request,4.78,0.17,0.561,1.46,0,43.85,0
bill-009794,2026-03-15,shared-services,GKE,cpu,prod,finops,us-central1,1648.783,request,381.55,0.85,0.05,5.22,1,158.32,0
bill-009795,2026-03-16,sandbox,GKE,cpu,sandbox,finops,asia-south1,5714.179,node_hour,58.59,0.55,0.764,23.4,0,127.37,0
bill-009796,2026-03-17,analytics-dev,BigQuery,memory,staging,finops,us-east1,7257.034,gibibyte,79.44,0.88,0.685,27.45,1,86.35,0
bill-009797,2026-03-18,sandbox,Pub/Sub,cpu,prod,mlops,us-central1,1693.299,gibibyte,47.39,0.65,0.344,7.86,1,130.91,0
bill-009798,2026-03-19,payments-prod,Pub/Sub,query,sandbox,mlops,asia-south1,4983.488,gibibyte,11.69,0.08,0.537,1.56,1,153.82,0
bill-009799,2026-03-20,data-platform,GKE,storage,prod,mlops,global,787.201,hour,272.82,0.68,0.292,32.44,1,113.2,0
bill-009800,2026-03-21,ml-prod,Vertex AI,database,prod,data,asia-south1,4623.723,slot_hour,229.43,0.27,0.36,27.67,1,79.39,0
bill-009801,2026-03-22,payments-prod,GKE,memory,prod,platform,us-east1,3643.017,slot_hour,241.82,0.19,0.459,21.52,1,100.34,0
bill-009802,2026-03-23,sandbox,Cloud SQL,database,dev,platform,global,7725.384,gibibyte,24.36,0.06,0.559,6.13,1,48.24,0
bill-009803,2026-03-24,payments-prod,BigQuery,query,dev,finops,asia-south1,770.702,node_hour,49.29,0.42,0.645,5.68,1,82.84,0
bill-009804,2026-03-25,sandbox,Vertex AI,cpu,sandbox,mlops,europe-west1,71.984,node_hour,91.12,0.4,0.719,25.7,1,165.67,0
bill-009805,2026-03-26,data-platform,BigQuery,cpu,prod,backend,global,2938.693,gibibyte,491.18,0.57,0.243,22.18,1,180,1
bill-009806,2026-03-27,sandbox,Pub/Sub,storage,sandbox,data,us-central1,5589.161,request,16.64,0.37,0.854,5.9,1,180,1
bill-009807,2026-03-28,payments-prod,Cloud SQL,network,sandbox,mlops,asia-south1,6408.356,slot_hour,22.72,0.87,0.548,2.68,1,66.82,0
bill-009808,2026-03-29,ml-prod,BigQuery,training,dev,mlops,us-central1,7977.265,slot_hour,75.51,0.67,1,34.96,1,126.91,0
bill-009809,2026-03-30,analytics-dev,GKE,cpu,dev,data,global,2179.79,node_hour,50.57,0.91,0.937,10.16,1,73.82,0
bill-009810,2026-03-31,sandbox,GKE,memory,sandbox,finops,europe-west1,3019.361,gibibyte,77.28,0.32,0.772,10.85,1,168.0,0
bill-009811,2026-04-01,sandbox,Cloud SQL,network,dev,mlops,us-east1,3461.749,hour,26.68,0.32,0.694,7.33,1,52.83,0
bill-009812,2026-04-02,shared-services,Vertex AI,training,dev,backend,europe-west1,2617.816,request,61.19,0.67,0.669,21.0,1,74.62,0
bill-009813,2026-04-03,data-platform,BigQuery,network,prod,backend,global,7643.025,gibibyte,311.49,0.74,0.28,15.77,1,149.04,0
bill-009814,2026-04-04,data-platform,GKE,training,prod,data,global,2775.05,slot_hour,234.63,0.23,0.346,22.28,1,97.36,0
bill-009815,2026-04-05,payments-prod,Pub/Sub,query,dev,finops,us-central1,3795.012,hour,9.25,0.56,0.864,3.87,1,84.86,0
bill-009816,2026-04-06,payments-prod,BigQuery,storage,dev,mlops,us-central1,7919.665,hour,53.69,0.24,0.56,8.57,1,90.24,0
bill-009817,2026-04-07,shared-services,Cloud Storage,storage,prod,finops,asia-south1,3708.094,slot_hour,122.37,0.12,0.69,35.02,1,167.63,0
bill-009818,2026-04-08,shared-services,Cloud SQL,cpu,prod,platform,asia-south1,5169.436,gibibyte,152.4,0.21,0.361,27.44,1,86.1,0
bill-009819,2026-04-09,shared-services,Compute Engine,network,sandbox,backend,global,5606.454,hour,19.31,0.52,0.105,0.97,1,65.46,0
bill-009820,2026-04-10,analytics-dev,BigQuery,storage,prod,finops,asia-south1,5010.504,slot_hour,351.23,0.69,0.226,15.97,1,168.05,0
bill-009821,2026-04-11,sandbox,Cloud Storage,database,dev,data,europe-west1,6136.518,request,37.02,0.57,0.358,4.88,1,174.21,0
bill-009822,2026-04-12,shared-services,Cloud Storage,storage,sandbox,finops,us-central1,5607.36,slot_hour,9.98,0.55,0.295,0.84,1,68.83,0
bill-009823,2026-04-13,analytics-dev,Cloud SQL,database,prod,mlops,us-east1,3476.586,gibibyte,146.96,0.35,0.635,49.55,1,83.03,0
bill-009824,2026-04-14,sandbox,GKE,query,prod,finops,europe-west1,1531.389,slot_hour,274.99,0.24,0.562,51.08,1,114.1,0
bill-009825,2026-04-15,ml-prod,Cloud Storage,memory,prod,mlops,europe-west1,2552.459,node_hour,93.68,0.81,0.028,0.48,1,128.33,0
bill-009826,2026-04-16,payments-prod,Cloud Storage,database,prod,data,asia-south1,2506.582,request,127.92,0.65,0.265,8.44,1,175.23,0
bill-009827,2026-04-17,analytics-dev,GKE,cpu,dev,platform,us-central1,4002.25,hour,88.34,0.65,0.383,18.13,1,128.96,0
bill-009828,2026-04-18,sandbox,Cloud Storage,memory,dev,finops,global,3612.41,request,30.84,0.5,0.699,4.62,1,145.13,0
bill-009829,2026-04-19,ml-prod,GKE,database,prod,backend,asia-south1,1602.965,request,174.66,0.3,0.741,50.69,0,72.47,0
bill-009830,2026-04-20,payments-prod,Compute Engine,network,prod,data,europe-west1,5412.796,node_hour,155.11,0.58,0.259,16.06,1,101.38,0
bill-009831,2026-04-21,ml-prod,Compute Engine,training,dev,data,asia-south1,891.129,slot_hour,45.31,0.46,0.591,8.01,1,103.57,0
bill-009832,2026-04-22,ml-prod,Cloud Storage,network,prod,platform,asia-south1,6185.062,hour,116.67,0.41,0.282,18.06,0,159.82,0
bill-009833,2026-04-23,payments-prod,Compute Engine,cpu,sandbox,finops,us-east1,2587.51,hour,28.62,0.09,0.689,7.44,1,97.02,0
bill-009834,2026-04-24,sandbox,Compute Engine,cpu,staging,finops,us-central1,1759.739,request,84.06,0.87,0.43,5.99,1,124.53,0
bill-009835,2026-04-25,shared-services,Cloud SQL,memory,staging,data,us-east1,6310.666,hour,57.6,0.74,0.184,3.28,0,73.85,0
bill-009836,2026-04-26,sandbox,BigQuery,query,prod,backend,asia-south1,6059.491,gibibyte,131.58,0.56,0.394,20.38,1,62.96,0
bill-009837,2026-04-27,analytics-dev,GKE,query,prod,platform,us-central1,4079.393,request,209.16,0.66,0.392,41.63,1,86.79,0
bill-009838,2026-04-28,data-platform,GKE,network,sandbox,mlops,global,4662.329,request,32.71,0.67,0.688,4.99,0,71.11,0
bill-009839,2026-04-29,payments-prod,Compute Engine,training,staging,mlops,asia-south1,1813.168,gibibyte,72.31,0.12,0.907,27.2,1,107.13,0
bill-009840,2026-04-30,sandbox,BigQuery,query,prod,platform,us-central1,4452.891,gibibyte,204.34,0.64,0.347,14.31,1,97.77,0
bill-009841,2026-05-01,payments-prod,Cloud SQL,storage,prod,mlops,asia-south1,5655.814,request,108.98,0.4,0.339,13.09,1,61.57,0
bill-009842,2026-05-02,ml-prod,Cloud SQL,network,prod,finops,global,6782.93,slot_hour,217.66,0.17,0.255,26.71,1,122.97,0
bill-009843,2026-05-03,shared-services,Cloud Storage,query,dev,data,europe-west1,7713.088,node_hour,8.62,0.88,0.489,1.01,1,40.56,0
bill-009844,2026-05-04,analytics-dev,Pub/Sub,training,prod,platform,us-east1,7717.21,gibibyte,29.13,0.61,0.11,1.24,1,80.47,0
bill-009845,2026-05-05,payments-prod,Cloud SQL,cpu,prod,mlops,us-east1,3182.21,slot_hour,174.72,0.17,0.166,7.93,1,98.71,0
bill-009846,2026-05-06,sandbox,GKE,network,prod,data,europe-west1,3573.843,slot_hour,219.48,0.91,0.399,39.03,1,91.07,0
bill-009847,2026-05-07,shared-services,Pub/Sub,storage,dev,backend,us-east1,6939.006,slot_hour,11.58,0.2,0.56,1.9,1,106.24,0
bill-009848,2026-05-08,analytics-dev,GKE,database,dev,platform,us-east1,6956.151,gibibyte,65.81,0.82,0.646,8.64,1,96.07,0
bill-009849,2026-05-09,ml-prod,Vertex AI,memory,staging,mlops,us-central1,5880.109,node_hour,122.89,0.27,0.872,55.22,1,96.76,0
bill-009850,2026-05-10,shared-services,Vertex AI,database,dev,data,asia-south1,6104.391,hour,66.93,0.4,0.402,14.21,1,81.62,0
bill-009851,2026-05-11,shared-services,Pub/Sub,cpu,dev,finops,us-east1,2274.627,gibibyte,10.19,0.39,0.644,2.25,1,93.49,0
bill-009852,2026-05-12,ml-prod,Compute Engine,memory,sandbox,backend,global,2938.587,slot_hour,28.75,0.46,0.793,9.96,1,97.46,0
bill-009853,2026-05-13,analytics-dev,Vertex AI,query,prod,backend,global,3523.313,slot_hour,196.72,0.07,0.176,13.34,1,68.07,0
bill-009854,2026-05-14,analytics-dev,Compute Engine,database,prod,backend,us-east1,1626.68,node_hour,119.44,0.6,0.202,5.04,1,78.07,0
bill-009855,2026-05-15,shared-services,Cloud SQL,query,prod,data,asia-south1,7216.471,node_hour,114.69,0.54,0.498,29.99,1,64.8,0
bill-009856,2026-05-16,analytics-dev,Vertex AI,storage,dev,backend,asia-south1,7745.383,gibibyte,131.86,0.37,0.557,32.28,1,160.8,0
bill-009857,2026-05-17,data-platform,GKE,storage,dev,platform,us-east1,2123.448,hour,67.24,0.76,0.867,27.11,1,98.16,0
bill-009858,2026-05-18,ml-prod,GKE,database,dev,data,global,2009.243,node_hour,70.44,0.67,0.743,18.09,1,102.83,0
bill-009859,2026-05-19,ml-prod,Cloud SQL,storage,prod,data,europe-west1,3530.141,gibibyte,166.19,0.12,0.278,7.35,1,93.89,0
bill-009860,2026-05-20,data-platform,BigQuery,cpu,prod,mlops,us-east1,1302.945,hour,275.98,0.38,0.377,48.91,1,132.05,0
bill-009861,2026-05-21,data-platform,BigQuery,training,prod,data,us-east1,7388.862,request,174.62,0.22,0.344,29.61,1,83.55,0
bill-009862,2026-05-22,shared-services,Pub/Sub,training,staging,data,us-east1,4206.786,node_hour,7.96,0.73,0.552,1.06,1,48.54,0
bill-009863,2026-05-23,payments-prod,GKE,database,dev,data,asia-south1,3968.717,gibibyte,77.85,0.27,0.527,19.42,1,113.65,0
bill-009864,2026-05-24,payments-prod,Cloud SQL,training,prod,finops,us-east1,6706.344,gibibyte,278.05,0.6,0.427,38.71,1,157.09,0
bill-009865,2026-05-25,data-platform,BigQuery,cpu,sandbox,finops,europe-west1,4737.942,slot_hour,20.07,0.4,0.768,6.33,1,50.18,0
bill-009866,2026-05-26,shared-services,Cloud SQL,training,sandbox,finops,us-central1,3096.061,hour,29.95,0.49,0.687,11.16,1,88.09,0
bill-009867,2026-05-27,ml-prod,Compute Engine,cpu,sandbox,mlops,asia-south1,4633.91,slot_hour,31.41,0.36,1,6.16,0,106.47,0
bill-009868,2026-05-28,sandbox,Vertex AI,cpu,prod,data,europe-west1,4458.887,gibibyte,128.05,0.93,0.366,10.01,1,44.31,0
bill-009869,2026-05-29,ml-prod,Pub/Sub,memory,prod,data,us-east1,6565.494,hour,35.52,0.36,0.585,6.94,1,98.12,0
bill-009870,2026-05-30,data-platform,BigQuery,cpu,sandbox,data,us-east1,4165.595,hour,33.2,0.63,0.282,2.35,1,83.0,0
bill-009871,2026-05-31,payments-prod,Compute Engine,database,staging,finops,us-east1,2962.821,gibibyte,54.95,0.81,0.571,15.13,1,81.41,0
bill-009872,2026-06-01,sandbox,Compute Engine,database,prod,mlops,asia-south1,2220.045,gibibyte,55.43,0.94,0.206,4.58,1,36.23,0
bill-009873,2026-06-02,ml-prod,Cloud SQL,memory,sandbox,mlops,us-east1,4091.767,gibibyte,39.48,0.31,0.558,11.3,1,116.12,0
bill-009874,2026-06-03,payments-prod,GKE,network,prod,finops,europe-west1,2675.535,node_hour,189.64,0.1,0.376,35.92,1,78.69,0
bill-009875,2026-06-04,payments-prod,BigQuery,training,prod,data,us-central1,7509.236,node_hour,181.51,0.23,0.398,39.09,1,86.85,0
bill-009876,2026-06-05,shared-services,Cloud SQL,training,staging,mlops,asia-south1,5965.515,gibibyte,60.44,0.54,0.587,5.37,1,77.49,0
bill-009877,2026-06-06,sandbox,Cloud SQL,memory,dev,mlops,europe-west1,5972.11,gibibyte,68.3,0.89,0.756,27.97,1,135.25,0
bill-009878,2026-06-07,analytics-dev,Vertex AI,cpu,prod,data,global,616.366,slot_hour,205.34,0.93,0.473,36.4,1,71.05,0
bill-009879,2026-06-08,data-platform,Vertex AI,network,prod,mlops,global,1561.792,request,354.18,0.2,0.433,51.76,1,122.55,0
bill-009880,2026-06-09,shared-services,Cloud SQL,storage,sandbox,platform,us-east1,6333.641,gibibyte,53.48,0.43,0.714,6.49,1,157.29,0
bill-009881,2026-06-10,sandbox,BigQuery,training,prod,data,europe-west1,4119.065,request,288.88,0.9,0.386,40.83,1,138.22,0
bill-009882,2026-06-11,sandbox,Compute Engine,cpu,prod,data,global,5018.351,gibibyte,110.93,0.22,0.615,25.5,1,72.5,0
bill-009883,2026-06-12,data-platform,Cloud Storage,training,prod,backend,global,435.015,gibibyte,44.31,0.24,0,0.0,1,60.7,0
bill-009884,2026-06-13,payments-prod,GKE,storage,dev,backend,us-central1,7030.046,slot_hour,87.11,0.48,0.885,35.7,1,127.17,0
bill-009885,2026-06-14,data-platform,Cloud SQL,database,prod,platform,global,6652.765,slot_hour,131.27,0.59,0.403,20.14,1,74.16,0
bill-009886,2026-06-15,sandbox,Vertex AI,storage,sandbox,mlops,global,4820.058,node_hour,58.88,0.39,1,13.58,1,107.05,0
bill-009887,2026-06-16,analytics-dev,Pub/Sub,network,dev,mlops,us-central1,6781.057,hour,6.33,0.78,0.954,2.12,1,58.07,0
bill-009888,2026-06-17,payments-prod,Compute Engine,training,prod,mlops,europe-west1,3563.437,slot_hour,186.93,0.94,0,0.0,1,122.18,0
bill-009889,2026-06-18,shared-services,Vertex AI,database,prod,platform,europe-west1,5655.447,slot_hour,433.51,0.72,0.278,21.59,0,150.0,0
bill-009890,2026-06-19,shared-services,BigQuery,storage,sandbox,finops,us-east1,5243.142,request,23.73,0.64,0.545,3.04,1,59.33,0
bill-009891,2026-06-20,payments-prod,Vertex AI,training,prod,platform,global,1950.148,node_hour,359.91,0.63,0,0.0,1,124.54,0
bill-009892,2026-06-21,data-platform,GKE,storage,sandbox,backend,us-east1,4933.717,hour,40.69,0.33,0.747,8.73,1,88.46,0
bill-009893,2026-06-22,payments-prod,Pub/Sub,network,prod,finops,europe-west1,7338.541,hour,55.88,0.94,0.215,2.84,1,154.36,0
bill-009894,2026-06-23,ml-prod,GKE,cpu,sandbox,data,global,6970.091,hour,25.27,0.32,0.692,4.88,1,54.93,0
bill-009895,2026-06-24,analytics-dev,Cloud Storage,database,prod,data,europe-west1,1091.046,request,64.36,0.47,0.244,3.32,1,88.16,0
bill-009896,2026-06-25,analytics-dev,GKE,database,sandbox,backend,us-east1,6355.05,slot_hour,40.1,0.81,0.935,12.74,1,87.17,0
bill-009897,2026-06-26,ml-prod,Cloud Storage,training,dev,backend,europe-west1,2677.931,request,14.89,0.38,0.755,1.71,1,70.07,0
bill-009898,2026-06-27,analytics-dev,Cloud SQL,cpu,staging,mlops,us-central1,3331.514,node_hour,73.32,0.81,0.667,17.63,1,94.0,0
bill-009899,2026-06-28,payments-prod,Cloud Storage,memory,dev,finops,us-central1,464.699,node_hour,25.95,0.56,0.531,2.65,0,122.12,0
bill-009900,2026-06-29,payments-prod,Pub/Sub,cpu,prod,mlops,europe-west1,6294.1,node_hour,33.43,0.93,0.17,2.98,1,92.35,0
bill-009901,2026-01-01,payments-prod,Cloud Storage,database,dev,data,global,1020.202,gibibyte,19.3,0.78,0.609,4.99,1,90.82,0
bill-009902,2026-01-02,payments-prod,Pub/Sub,training,prod,data,us-central1,4742.173,slot_hour,33.93,0.92,0.417,4.91,1,93.73,0
bill-009903,2026-01-03,ml-prod,GKE,storage,dev,backend,asia-south1,2440.983,request,57.57,0.82,0.818,13.95,1,84.04,0
bill-009904,2026-01-04,payments-prod,BigQuery,database,dev,data,europe-west1,3616.421,node_hour,84.66,0.31,0.465,13.88,1,142.29,0
bill-009905,2026-01-05,ml-prod,Cloud SQL,cpu,dev,backend,us-central1,7569.211,node_hour,33.07,0.07,0.52,8.48,1,65.49,0
bill-009906,2026-01-06,shared-services,Cloud Storage,storage,prod,data,us-east1,2903.554,node_hour,75.84,0.3,0.243,9.96,1,103.89,0
bill-009907,2026-01-07,shared-services,BigQuery,memory,prod,platform,us-central1,3712.005,slot_hour,248.28,0.58,0.508,43.64,1,118.79,0
bill-009908,2026-01-08,sandbox,BigQuery,database,prod,platform,global,7259.152,hour,351.75,0.53,0.215,35.71,1,168.3,0
bill-009909,2026-01-09,sandbox,Pub/Sub,training,dev,backend,europe-west1,1248.66,node_hour,18.5,0.38,0.68,3.81,1,169.72,0
bill-009910,2026-01-10,sandbox,GKE,training,dev,mlops,global,2028.067,gibibyte,74.81,0.76,0.882,14.6,1,109.21,0
bill-009911,2026-01-11,ml-prod,Cloud SQL,database,dev,finops,us-central1,621.571,gibibyte,29.52,0.74,0.689,3.65,1,58.46,0
bill-009912,2026-01-12,payments-prod,Cloud Storage,database,dev,backend,asia-south1,119.055,request,24.48,0.7,0.622,5.63,1,115.2,0
bill-009913,2026-01-13,analytics-dev,Cloud SQL,database,dev,data,global,2277.758,slot_hour,41.26,0.28,0.823,5.54,1,81.7,0
bill-009914,2026-01-14,shared-services,Cloud SQL,network,staging,data,us-east1,7576.313,gibibyte,39.52,0.35,0.235,4.84,1,50.67,0
bill-009915,2026-01-15,data-platform,GKE,memory,dev,finops,global,2820.175,request,62.49,0.91,0.489,4.6,1,91.23,0
bill-009916,2026-01-16,data-platform,Cloud Storage,query,prod,mlops,us-central1,4253.813,request,154.57,0.46,0.263,14.87,1,180,0
bill-009917,2026-01-17,sandbox,Compute Engine,cpu,prod,platform,us-east1,1710.414,request,122.04,0.7,0.515,31.57,1,79.76,0
bill-009918,2026-01-18,data-platform,Vertex AI,cpu,staging,backend,us-central1,2981.249,gibibyte,102.53,0.47,0.732,32.94,1,80.73,0
bill-009919,2026-01-19,shared-services,GKE,cpu,dev,mlops,global,1933.966,node_hour,54.63,0.82,0.944,15.13,1,79.75,0
bill-009920,2026-01-20,sandbox,Compute Engine,storage,prod,mlops,us-east1,7303.976,slot_hour,280.06,0.15,0.367,19.49,1,180,0
bill-009921,2026-01-21,analytics-dev,Compute Engine,memory,prod,mlops,us-east1,449.08,gibibyte,230.68,0.11,0.458,41.42,1,150.77,0
bill-009922,2026-01-22,data-platform,GKE,storage,sandbox,platform,asia-south1,5266.347,node_hour,31.87,0.67,0.52,5.69,1,69.28,0
bill-009923,2026-01-23,data-platform,BigQuery,memory,dev,finops,us-central1,2805.286,hour,63.51,0.94,0.724,23.02,1,106.74,0
bill-009924,2026-01-24,analytics-dev,Cloud Storage,cpu,prod,mlops,us-central1,7532.232,hour,50.31,0.25,0.335,6.63,1,68.92,0
bill-009925,2026-01-25,shared-services,GKE,memory,prod,mlops,global,1548.592,gibibyte,259.0,0.08,0.465,29.18,1,107.47,0
bill-009926,2026-01-26,data-platform,Pub/Sub,storage,dev,backend,europe-west1,1236.502,node_hour,27.48,0.74,0.932,5.52,1,180,1
bill-009927,2026-01-27,sandbox,GKE,memory,prod,data,asia-south1,713.786,hour,228.6,0.86,0.389,26.9,1,94.85,0
bill-009928,2026-01-28,payments-prod,Compute Engine,training,sandbox,backend,global,1569.056,gibibyte,43.6,0.26,0.404,3.85,1,147.8,0
bill-009929,2026-01-29,shared-services,Cloud Storage,training,prod,data,europe-west1,155.281,hour,121.58,0.09,0.417,22.27,1,166.55,0
bill-009930,2026-01-30,payments-prod,GKE,memory,prod,mlops,asia-south1,7794.579,slot_hour,190.05,0.17,0.507,29.86,1,78.86,0
bill-009931,2026-01-31,data-platform,GKE,database,prod,data,asia-south1,5643.285,request,473.45,0.66,0.229,23.85,1,180,0
bill-009932,2026-02-01,ml-prod,Cloud Storage,cpu,staging,backend,us-east1,4039.258,slot_hour,30.0,0.81,0.798,6.21,1,92.31,0
bill-009933,2026-02-02,analytics-dev,GKE,training,sandbox,finops,global,7568.274,node_hour,34.47,0.19,0.569,3.5,1,74.93,0
bill-009934,2026-02-03,payments-prod,Compute Engine,training,prod,mlops,global,2341.264,hour,319.64,0.56,0.445,27.95,1,180,0
bill-009935,2026-02-04,ml-prod,Vertex AI,database,prod,mlops,europe-west1,7190.455,gibibyte,271.94,0.59,0.318,19.57,1,94.1,0
bill-009936,2026-02-05,shared-services,Cloud Storage,storage,staging,backend,europe-west1,5115.195,node_hour,53.63,0.19,0.548,7.72,1,165.02,0
bill-009937,2026-02-06,analytics-dev,Cloud Storage,storage,dev,backend,asia-south1,7588.469,hour,21.49,0.68,0.951,7.22,1,101.13,0
bill-009938,2026-02-07,sandbox,Vertex AI,cpu,prod,mlops,us-east1,5722.452,gibibyte,291.64,0.55,0.602,94.98,1,100.91,0
bill-009939,2026-02-08,shared-services,BigQuery,training,prod,backend,us-east1,1784.67,node_hour,262.46,0.23,0.128,8.41,1,125.58,0
bill-009940,2026-02-09,analytics-dev,Cloud SQL,training,prod,platform,us-east1,4162.182,request,340.07,0.07,0.346,48.13,1,180,0
bill-009941,2026-02-10,data-platform,GKE,memory,prod,data,europe-west1,3231.624,slot_hour,98.97,0.45,0.037,1.07,1,41.07,0
bill-009942,2026-02-11,analytics-dev,Pub/Sub,training,prod,data,europe-west1,7463.98,slot_hour,38.87,0.05,0.523,10.36,1,107.38,0
bill-009943,2026-02-12,ml-prod,Compute Engine,storage,prod,backend,global,6404.16,gibibyte,102.86,0.16,0.331,7.08,1,67.23,0
bill-009944,2026-02-13,sandbox,GKE,cpu,sandbox,platform,global,5006.372,node_hour,93.45,0.8,0.678,27.1,1,180,0
bill-009945,2026-02-14,payments-prod,Compute Engine,cpu,staging,mlops,europe-west1,1274.382,gibibyte,51.31,0.77,0.242,2.49,0,76.01,0
bill-009946,2026-02-15,payments-prod,Cloud SQL,database,dev,mlops,europe-west1,543.928,slot_hour,56.6,0.89,0.762,17.29,1,112.08,0
bill-009947,2026-02-16,analytics-dev,GKE,storage,prod,finops,us-central1,6823.155,gibibyte,380.5,0.47,0.376,21.91,1,157.88,0
bill-009948,2026-02-17,analytics-dev,Compute Engine,database,prod,platform,asia-south1,3051.432,slot_hour,183.54,0.9,0.034,3.28,1,119.96,0
